"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/19/2014","29","PM2.5","San Jose - Jackson","06-085-0005","AQS","3",".","9","29","26"
"02/20/2014","30","NO2","San Jose - Jackson","06-085-0005","AQS","9","21",".","25","30"
"02/21/2014","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","25",".","36","34"
"02/22/2014","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","26","14","40","23"
"02/23/2014","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","28",".","34","25"
"02/24/2014","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","7",".",".","37","30"
"02/25/2014","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31","20","51","16"
"02/26/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","2","31",".","30","9"
"02/27/2014","33","Ozone","San Jose - Jackson","06-085-0005","AQS","3","33",".","20","18"
"02/28/2014","20","PM2.5","San Jose - Jackson","06-085-0005","AQS","2",".","4","20","15"
"03/01/2014","33","Ozone","San Jose - Jackson","06-085-0005","AQS","2","33",".","14","7"
"03/02/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","2","31",".","17","8"
"03/03/2014","26","Ozone","San Jose - Jackson","06-085-0005","AQS","3","26","8","16","19"
"03/04/2014","27","NO2","San Jose - Jackson","06-085-0005","AQS","5","23",".","12","27"
"03/05/2014","22","PM2.5","San Jose - Jackson","06-085-0005","AQS","6",".",".","22","."
"03/06/2014","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","33","19","38","20"
"03/07/2014","34","PM2.5","Gilroy","06-085-0002","AQS","3",".",".","34","26"
"03/08/2014","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","31",".","35","30"
"03/09/2014","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","40","16","45","27"
"03/10/2014","34","Ozone","San Jose - Jackson","06-085-0005","AQS","3","34",".","18","25"
"03/11/2014","37","Ozone","San Jose - Jackson","06-085-0005","AQS","2","37",".","15","13"
"03/12/2014","39","NO2","San Jose - Jackson","06-085-0005","AQS","8","37","5","23","39"
"03/13/2014","32","Ozone","San Jose - Jackson","06-085-0005","AQS","8","32",".","23","31"
"03/14/2014","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31",".","41","27"
"03/15/2014","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","39","19","51","25"
"03/16/2014","33","Ozone","San Jose - Jackson","06-085-0005","AQS","7","33",".","22","24"
"03/17/2014","34","Ozone","San Jose - Jackson","06-085-0005","AQS","3","34",".","18","30"
"03/18/2014","35","Ozone","San Jose - Jackson","06-085-0005","AQS","8","35","18","25","29"
"03/19/2014","34","Ozone","San Jose - Jackson","06-085-0005","AQS","9","34",".","24","34"
"03/20/2014","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","35",".","35","32"
"03/21/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33","30","54","23"
"03/22/2014","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","36",".","48","16"
"03/23/2014","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","38",".","45","18"
"03/24/2014","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","36","22","47","31"
"03/25/2014","29","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","29",".","29","29"
"03/26/2014","33","Ozone","San Jose - Jackson","06-085-0005","AQS","3","33",".","22","25"
"03/27/2014","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","35","16","37","23"
"03/28/2014","28","Ozone","San Jose - Jackson","06-085-0005","AQS","3","28",".","25","19"
"03/29/2014","22","Ozone","San Jose - Jackson","06-085-0005","AQS","3","22",".","15","21"
"03/30/2014","35","Ozone","San Jose - Jackson","06-085-0005","AQS","3","35","7","22","13"
"03/31/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","3","31",".","23","25"
"04/01/2014","41","Ozone","San Martin","06-085-2006","AQS","3","41",".","13","19"
"04/02/2014","43","Ozone","San Martin","06-085-2006","AQS","5","43","6","23","25"
"04/03/2014","46","Ozone","Los Gatos","06-085-1001","AQS","6","46",".","25","25"
"04/04/2014","37","Ozone","Los Gatos","06-085-1001","AQS","3","37",".","19","16"
"04/05/2014","40","Ozone","Gilroy","06-085-0002","AQS","2","40","12","29","11"
"04/06/2014","43","Ozone","Gilroy","06-085-0002","AQS","5","43",".","30","22"
"04/07/2014","44","Ozone","Los Gatos","06-085-1001","AQS","7","44",".","28","26"
"04/08/2014","49","Ozone","San Jose - Jackson","06-085-0005","AQS","8","49","21","46","28"
"04/09/2014","44","Ozone","San Martin","06-085-2006","AQS","5","44",".","32","21"
"04/10/2014","43","Ozone","San Martin","06-085-2006","AQS","5","43",".","29","25"
"04/11/2014","79","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","36","22","79","17"
"04/12/2014","40","PM2.5","Gilroy","06-085-0002","AQS","2","39",".","40","6"
"04/13/2014","44","Ozone","Los Gatos","06-085-1001","AQS","2","44",".","33","14"
"04/14/2014","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","48","23","50","21"
"04/15/2014","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","44",".","55","20"
"04/16/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","49",".","54","20"
"04/17/2014","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","36","31","56","27"
"04/18/2014","39","Ozone","Los Gatos","06-085-1001","AQS","3","39",".","33","19"
"04/19/2014","48","Ozone","San Martin","06-085-2006","AQS","2","48",".","22","9"
"04/20/2014","54","Ozone","San Martin","06-085-2006","AQS","3","54","12","26","12"
"04/21/2014","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","51",".","51","27"
"04/22/2014","47","Ozone","Gilroy","06-085-0002","AQS","2","47",".","15","8"
"04/23/2014","44","Ozone","Gilroy","06-085-0002","AQS","5","44","11","26","31"
"04/24/2014","46","Ozone","San Martin","06-085-2006","AQS","3","46",".","24","20"
"04/25/2014","44","Ozone","Gilroy","06-085-0002","AQS","2","44",".","21","11"
"04/26/2014","43","Ozone","San Martin","06-085-2006","AQS","2","43","9","25","6"
"04/27/2014","41","Ozone","San Martin","06-085-2006","AQS","2","41",".","17","7"
"04/28/2014","49","Ozone","Gilroy","06-085-0002","AQS","3","49",".","39","25"
"04/29/2014","61","Ozone","Gilroy","06-085-0002","AQS","7","61","22","41","33"
"04/30/2014","87","Ozone","San Jose - Jackson","06-085-0005","AQS","7","87",".","37","32"
"05/01/2014","115","Ozone","Los Gatos","06-085-1001","AQS","6","115",".","42","31"
"05/02/2014","84","Ozone","Gilroy","06-085-0002","AQS","7","84","18","32","39"
"05/03/2014","44","Ozone","San Martin","06-085-2006","AQS","2","44",".","17","5"
"05/04/2014","40","Ozone","Gilroy","06-085-0002","AQS","2","40",".","12","7"
"05/05/2014","39","Ozone","San Martin","06-085-2006","AQS","2","39","11","21","24"
"05/06/2014","40","Ozone","San Martin","06-085-2006","AQS","3","40",".","25","22"
"05/07/2014","38","Ozone","Los Gatos","06-085-1001","AQS","2","38",".","36","13"
"05/08/2014","41","Ozone","San Martin","06-085-2006","AQS","2","41","17","38","16"
"05/09/2014","46","Ozone","San Martin","06-085-2006","AQS","2","46",".","12","7"
"05/10/2014","43","Ozone","Gilroy","06-085-0002","AQS","2","43",".","18","7"
"05/11/2014","42","Ozone","Gilroy","06-085-0002","AQS","5","42","14","28","25"
"05/12/2014","64","Ozone","San Martin","06-085-2006","AQS","6","64",".","24","26"
"05/13/2014","77","Ozone","Gilroy","06-085-0002","AQS","5","77",".","30","30"
"05/14/2014","122","Ozone","Los Gatos","06-085-1001","AQS","5","122","24","39","28"
"05/15/2014","101","Ozone","Gilroy","06-085-0002","AQS","7","101",".","36","45"
"05/16/2014","61","Ozone","Gilroy","06-085-0002","AQS","3","61",".","40","24"
"05/17/2014","44","Ozone","Gilroy","06-085-0002","AQS","2","44","17","37","9"
"05/18/2014","40","Ozone","Gilroy","06-085-0002","AQS","2","40",".","13","6"
"05/19/2014","34","Ozone","San Martin","06-085-2006","AQS","3","34",".","20","20"
"05/20/2014","33","Ozone","San Martin","06-085-2006","AQS","2","33","13","24","7"
"05/21/2014","36","Ozone","Los Gatos","06-085-1001","AQS","2","36",".","33","9"
"05/22/2014","39","Ozone","Los Gatos","06-085-1001","AQS","2","39",".","25","13"
"05/23/2014","34","Ozone","Gilroy","06-085-0002","AQS","3","34","17","33","17"
"05/24/2014","32","Ozone","San Martin","06-085-2006","AQS","2","32",".","29","10"
"05/25/2014","44","Ozone","Gilroy","06-085-0002","AQS","2","44",".","34","8"
"05/26/2014","39","Ozone","Gilroy","06-085-0002","AQS","2","39","16","31","13"
"05/27/2014","51","Ozone","Gilroy","06-085-0002","AQS","2","51",".","38","22"
"05/28/2014","49","Ozone","Gilroy","06-085-0002","AQS","2","49",".","28","23"
"05/29/2014","50","Ozone","San Martin","06-085-2006","AQS","7","50","22","40","25"
"05/30/2014","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","42",".","55","21"
"05/31/2014","46","Ozone","Los Gatos","06-085-1001","AQS","2","46",".","40","10"
"06/01/2014","51","Ozone","Los Gatos","06-085-1001","AQS","3","51","17","44","10"
"06/02/2014","34","Ozone","San Martin","06-085-2006","AQS","2","34",".","18","7"
"06/03/2014","41","Ozone","Los Gatos","06-085-1001","AQS","2","41",".","17","9"
"06/04/2014","48","Ozone","Los Gatos","06-085-1001","AQS","3","48","21","42","15"
"06/05/2014","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","42",".","48","14"
"06/06/2014","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","41",".","45","12"
"06/07/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","50","25","54","9"
"06/08/2014","97","Ozone","San Martin","06-085-2006","AQS","3","97",".","55","16"
"06/09/2014","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","51",".","58","28"
"06/10/2014","35","Ozone","Gilroy","06-085-0002","AQS","3","35","18","31","13"
"06/11/2014","34","Ozone","San Martin","06-085-2006","AQS","2","34",".","23","6"
"06/12/2014","36","Ozone","Gilroy","06-085-0002","AQS","2","36",".","19","9"
"06/13/2014","44","Ozone","Gilroy","06-085-0002","AQS","2","44","19","32","15"
"06/14/2014","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","42",".","45","14"
"06/15/2014","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","31",".","46","8"
"06/16/2014","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","31","19","33","11"
"06/17/2014","44","Ozone","San Martin","06-085-2006","AQS","2","44",".","31","15"
"06/18/2014","46","Ozone","San Martin","06-085-2006","AQS","5","46",".","32","25"
"06/19/2014","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","41","26","48","20"
"06/20/2014","40","Ozone","Gilroy","06-085-0002","AQS","5","40",".","29","24"
"06/21/2014","46","Ozone","Gilroy","06-085-0002","AQS","2","46",".","44","15"
"06/22/2014","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","37","23","50","10"
"06/23/2014","41","Ozone","San Martin","06-085-2006","AQS","2","41",".","40","10"
"06/24/2014","36","Ozone","Gilroy","06-085-0002","AQS","3","36",".","30","20"
"06/25/2014","27","Ozone","Gilroy","06-085-0002","AQS","2","27","9","21","12"
"06/26/2014","37","Ozone","San Martin","06-085-2006","AQS","2","37",".","10","8"
"06/27/2014","30","Ozone","San Martin","06-085-2006","AQS","2","30",".","10","10"
"06/28/2014","42","Ozone","Gilroy","06-085-0002","AQS","2","42","9","23","9"
"06/29/2014","61","Ozone","San Martin","06-085-2006","AQS","2","61",".","23","11"
"06/30/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","54","26"
"07/01/2014","37","Ozone","Los Gatos","06-085-1001","AQS","2","37","15","32","."
"07/02/2014","37","Ozone","Los Gatos","06-085-1001","AQS","2","37",".","26","8"
"07/03/2014","37","Ozone","Los Gatos","06-085-1001","AQS","2","37",".","32","12"
"07/04/2014","61","PM2.5","Gilroy","06-085-0002","AQS","3","41","22","61","12"
"07/05/2014","84","Ozone","San Martin","06-085-2006","AQS","2","84",".","64","11"
"07/06/2014","71","Ozone","Gilroy","06-085-0002","AQS","2","71",".","26","9"
"07/07/2014","41","Ozone","San Martin","06-085-2006","AQS","3","41","18","35","18"
"07/08/2014","30","Ozone","Los Gatos","06-085-1001","AQS","2","30",".","13","12"
"07/09/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","2","31",".","14","9"
"07/10/2014","29","Ozone","San Jose - Jackson","06-085-0005","AQS","2","29","8","13","7"
"07/11/2014","58","PM2.5","Gilroy","06-085-0002","AQS","2","29",".","58","7"
"07/12/2014","44","Ozone","San Martin","06-085-2006","AQS","2","44",".","31","4"
"07/13/2014","44","Ozone","Gilroy","06-085-0002","AQS","2","44","12","26","8"
"07/14/2014","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","38",".","48","26"
"07/15/2014","37","Ozone","San Jose - Jackson","06-085-0005","AQS","3","37",".","36","18"
"07/16/2014","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","31","13","31","8"
"07/17/2014","26","Ozone","San Jose - Jackson","06-085-0005","AQS","2","26",".","15","8"
"07/18/2014","28","Ozone","Los Gatos","06-085-1001","AQS","2","28",".","15","7"
"07/19/2014","33","Ozone","Los Gatos","06-085-1001","AQS","2","33","10","18","10"
"07/20/2014","30","Ozone","San Jose - Jackson","06-085-0005","AQS","2","30",".","8","6"
"07/21/2014","29","Ozone","San Jose - Jackson","06-085-0005","AQS","2","29",".","5","8"
"07/22/2014","26","Ozone","San Jose - Jackson","06-085-0005","AQS","2","26","7","13","9"
"07/23/2014","34","Ozone","Gilroy","06-085-0002","AQS","2","34",".","14","11"
"07/24/2014","50","Ozone","Gilroy","06-085-0002","AQS","2","50",".","23","17"
"07/25/2014","71","Ozone","Los Gatos","06-085-1001","AQS","5","71","22","43","24"
"07/26/2014","54","Ozone","Los Gatos","06-085-1001","AQS","2","54",".","51","15"
"07/27/2014","49","Ozone","Los Gatos","06-085-1001","AQS","2","49",".","43","8"
"07/28/2014","71","PM2.5","Gilroy","06-085-0002","AQS","3","36","19","71","15"
"07/29/2014","44","PM2.5","Gilroy","06-085-0002","AQS","3","41",".","44","17"
"07/30/2014","41","Ozone","San Martin","06-085-2006","AQS","2","41",".","33","11"
"07/31/2014","48","Ozone","San Martin","06-085-2006","AQS","3","48","17","35","15"
"08/01/2014","58","Ozone","San Martin","06-085-2006","AQS","3","58",".","47","21"
"08/02/2014","54","Ozone","San Martin","06-085-2006","AQS","2","54",".","42","8"
"08/03/2014","33","Ozone","Los Gatos","06-085-1001","AQS","2","33","11","28","6"
"08/04/2014","36","Ozone","Los Gatos","06-085-1001","AQS","2","36",".","20","8"
"08/05/2014","48","Ozone","San Martin","06-085-2006","AQS","2","48",".","24","12"
"08/06/2014","45","Ozone","Los Gatos","06-085-1001","AQS","5","45","18","43","24"
"08/07/2014","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","31",".","34","14"
"08/08/2014","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","41",".","51","12"
"08/09/2014","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","2","30","24","51","11"
"08/10/2014","32","Ozone","Los Gatos","06-085-1001","AQS","2","32",".","23","8"
"08/11/2014","35","Ozone","Los Gatos","06-085-1001","AQS","2","35",".","23","13"
"08/12/2014","40","Ozone","Los Gatos","06-085-1001","AQS","2","40","12","36","9"
"08/13/2014","80","PM2.5","Gilroy","06-085-0002","AQS","2","40",".","80","12"
"08/14/2014","29","Ozone","Los Gatos","06-085-1001","AQS","3","29",".","20","16"
"08/15/2014","37","Ozone","Los Gatos","06-085-1001","AQS","2","37","13","26","13"
"08/16/2014","45","Ozone","Los Gatos","06-085-1001","AQS","3","45",".","33","12"
"08/17/2014","42","Ozone","San Martin","06-085-2006","AQS","2","42",".","22","6"
"08/18/2014","34","Ozone","San Martin","06-085-2006","AQS","3","34","15","30","15"
"08/19/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","2","31",".","15","8"
"08/20/2014","28","Ozone","San Jose - Jackson","06-085-0005","AQS","2","28",".","11","8"
"08/21/2014","38","Ozone","San Martin","06-085-2006","AQS","2","38","12","23","12"
"08/22/2014","31","Ozone","Los Gatos","06-085-1001","AQS","2","31",".","15","11"
"08/23/2014","39","Ozone","San Jose - Jackson","06-085-0005","AQS","2","39",".","25","7"
"08/24/2014","36","Ozone","Los Gatos","06-085-1001","AQS","2","36","9","23","8"
"08/25/2014","38","Ozone","San Martin","06-085-2006","AQS","2","38",".","22","9"
"08/26/2014","58","Ozone","San Martin","06-085-2006","AQS","3","58",".","34","21"
"08/27/2014","61","Ozone","San Martin","06-085-2006","AQS","5","61","19","37","23"
"08/28/2014","50","Ozone","San Martin","06-085-2006","AQS","3","50",".","34","16"
"08/29/2014","44","Ozone","San Martin","06-085-2006","AQS","3","44",".","33","18"
"08/30/2014","38","Ozone","San Martin","06-085-2006","AQS","3","38","17","34","20"
"08/31/2014","36","Ozone","San Martin","06-085-2006","AQS","3","36",".","24","12"
"09/01/2014","61","Ozone","San Martin","06-085-2006","AQS","9","61",".","46","20"
"09/02/2014","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","34","20","41","20"
"09/03/2014","37","Ozone","San Jose - Jackson","06-085-0005","AQS","7","37",".","33","19"
"09/04/2014","40","Ozone","San Jose - Jackson","06-085-0005","AQS","8","40",".","35","22"
"09/05/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","40","25","54","21"
"09/06/2014","79","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","51",".","79","22"
"09/07/2014","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","58",".","59","17"
"09/08/2014","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","46","23","53","22"
"09/09/2014","50","Ozone","San Martin","06-085-2006","AQS","9","50",".","48","23"
"09/10/2014","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","51",".","57","35"
"09/11/2014","74","Ozone","San Martin","06-085-2006","AQS","11","74","27","54","31"
"09/12/2014","64","Ozone","San Martin","06-085-2006","AQS","10","64",".","51","28"
"09/13/2014","51","Ozone","San Martin","06-085-2006","AQS","9","51",".","38","19"
"09/14/2014","51","Ozone","San Martin","06-085-2006","AQS","9","51","16","48","21"
"09/15/2014","50","Ozone","San Martin","06-085-2006","AQS","9","50",".","38","25"
"09/16/2014","44","Ozone","San Martin","06-085-2006","AQS","10","44",".","38","27"
"09/17/2014","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","30","19","39","20"
"09/18/2014","28","Ozone","San Jose - Jackson","06-085-0005","AQS","7","28",".","13","17"
"09/19/2014","38","Ozone","San Martin","06-085-2006","AQS","8","38",".","33","20"
"09/20/2014","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31","13","31","15"
"09/21/2014","31","Ozone","San Martin","06-085-2006","AQS","8","31",".","17","10"
"09/22/2014","43","Ozone","San Martin","06-085-2006","AQS","7","43",".","28","21"
"09/23/2014","45","Ozone","San Martin","06-085-2006","AQS","6","45","10","24","25"
"09/24/2014","25","Ozone","San Jose - Jackson","06-085-0005","AQS","6","25",".","15","16"
"09/25/2014","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","10","23"
"09/26/2014","38","Ozone","San Martin","06-085-2006","AQS","7","38","14","25","24"
"09/27/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","6","31",".","29","21"
"09/28/2014","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31",".","28","14"
"09/29/2014","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35","20","44","18"
"09/30/2014","36","Ozone","Gilroy","06-085-0002","AQS","8","36",".","30","23"
"10/01/2014","42","Ozone","San Martin","06-085-2006","AQS","10","42",".","27","33"
"10/02/2014","62","NO2","San Jose - Knox Avenue","06-085-0006","AQS","14","54","24","38","62"
"10/03/2014","108","Ozone","San Martin","06-085-2006","AQS","15","108",".","44","48"
"10/04/2014","122","Ozone","San Martin","06-085-2006","AQS","16","122",".","46","42"
"10/05/2014","126","Ozone","San Martin","06-085-2006","AQS","15","126","20","43","43"
"10/06/2014","77","Ozone","Gilroy","06-085-0002","AQS","16","77",".","50","48"
"10/07/2014","40","PM2.5","Gilroy","06-085-0002","AQS","14","37",".","40","35"
"10/08/2014","38","PM2.5","Gilroy","06-085-0002","AQS","13","29","20","38","34"
"10/09/2014","32","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","27",".","32","27"
"10/10/2014","43","PM2.5","Gilroy","06-085-0002","AQS","7","32",".","43","22"
"10/11/2014","40","PM2.5","Gilroy","06-085-0002","AQS","8","39","17","40","26"
"10/12/2014","44","Ozone","San Jose - Jackson","06-085-0005","AQS","9","44",".","31","39"
"10/13/2014","46","Ozone","Los Gatos","06-085-1001","AQS","15","46",".","38","42"
"10/14/2014","36","Ozone","San Martin","06-085-2006","AQS","7","36","21","34","25"
"10/15/2014","36","Ozone","San Martin","06-085-2006","AQS","7","36",".","24","26"
"10/16/2014","38","Ozone","San Martin","06-085-2006","AQS","10","38",".","23","33"
"10/17/2014","38","Ozone","San Martin","06-085-2006","AQS","8","38","14","25","30"
"10/18/2014","40","Ozone","San Martin","06-085-2006","AQS","9","40",".","18","24"
"10/19/2014","41","Ozone","San Martin","06-085-2006","AQS","9","41",".","24","21"
"10/20/2014","29","Ozone","San Martin","06-085-2006","AQS","9","29","11","18","29"
"10/21/2014","38","Ozone","Gilroy","06-085-0002","AQS","13","38",".","20","38"
"10/22/2014","37","NO2","San Jose - Knox Avenue","06-085-0006","AQS","14","35",".","21","37"
"10/23/2014","36","Ozone","San Martin","06-085-2006","AQS","10","36","18","31","28"
"10/24/2014","37","Ozone","Los Gatos","06-085-1001","AQS","13","37",".","27","26"
"10/25/2014","34","Ozone","San Martin","06-085-2006","AQS","9","34",".","15","23"
"10/26/2014","36","Ozone","San Martin","06-085-2006","AQS","9","36","14","24","23"
"10/27/2014","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","31",".","45","26"
"10/28/2014","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","34",".","47","35"
"10/29/2014","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","39","28","54","51"
"10/30/2014","46","Ozone","Los Gatos","06-085-1001","AQS","18","46",".","45","34"
"10/31/2014","34","Ozone","Los Gatos","06-085-1001","AQS","7","34",".","29","34"
"11/01/2014","31","Ozone","San Martin","06-085-2006","AQS","7","31","10","25","25"
"11/02/2014","31","Ozone","Los Gatos","06-085-1001","AQS","7","31",".","25","25"
