"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/27/2012","44","PM2.5","Gilroy","06-085-0002","AQS","5","27",".","44","35"
"01/28/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","26","15","46","33"
"01/29/2012","69","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","20",".","69","35"
"01/30/2012","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","26",".","61","36"
"01/31/2012","47","PM2.5","Gilroy","06-085-0002","AQS","5","21","10","47","21"
"02/01/2012","38","PM2.5","Gilroy","06-085-0002","AQS","6","24",".","38","28"
"02/02/2012","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","30",".","37","33"
"02/03/2012","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","23","22","61","38"
"02/04/2012","74","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","23",".","74","41"
"02/05/2012","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","29",".","63","40"
"02/06/2012","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","40","23","57","52"
"02/07/2012","35","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","35",".","29","17"
"02/08/2012","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","24",".","68","36"
"02/09/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","19","19","55","37"
"02/10/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","28",".","55","26"
"02/11/2012","29","Ozone","San Jose - Jackson","06-085-0005","AQS","5","29",".","26","22"
"02/12/2012","31","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","31","8","25","19"
"02/13/2012","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","33",".","38","29"
"02/14/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","24",".","45","27"
"02/15/2012","31","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","31","10","26","27"
"02/16/2012","32","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","32",".","25","30"
"02/17/2012","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","19",".","44","20"
"02/18/2012","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31","14","42","25"
"02/19/2012","37","PM2.5","Gilroy","06-085-0002","AQS","6","28",".","37","28"
"02/20/2012","34","PM2.5","Gilroy","06-085-0002","AQS","5","29",".","34","25"
"02/21/2012","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","20","20","63","31"
"02/22/2012","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","26",".","56","29"
"02/23/2012","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36",".","37","29"
"02/24/2012","39","NO2","San Jose - Jackson","06-085-0005","AQS","7","34","14","36","39"
"02/25/2012","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","33",".","37","13"
"02/26/2012","33","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","33",".","30","21"
"02/27/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33","18","46","33"
"02/28/2012","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","37",".","48","29"
"02/29/2012","34","Ozone","Los Gatos","06-085-1001","AQS","6","34",".","26","32"
"03/01/2012","33","Ozone","Cupertino Monta Vista","06-085-2009","AQS","8","33","9","32","25"
"03/02/2012","36","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","36",".","27","33"
"03/03/2012","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","33",".","47","34"
"03/04/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","41","14","52","35"
"03/05/2012","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","24",".","51","36"
"03/06/2012","37","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","37",".","25","12"
"03/07/2012","37","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","37","8","24","37"
"03/08/2012","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","37",".","42","32"
"03/09/2012","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","35",".","49","34"
"03/10/2012","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","35","12","38","26"
"03/11/2012","38","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","38",".","25","15"
"03/12/2012","39","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","39",".","33","32"
"03/13/2012","33","Ozone","Los Gatos","06-085-1001","AQS","3","33","4","18","10"
"03/14/2012","29","Ozone","Los Gatos","06-085-1001","AQS","3","29",".","18","17"
"03/15/2012","30","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","27",".","30","18"
"03/16/2012","31","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","31","5","23","13"
"03/17/2012","42","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","42",".","25","24"
"03/18/2012","38","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","38",".","23","9"
"03/19/2012","35","Ozone","Los Gatos","06-085-1001","AQS","8","35","12","30","32"
"03/20/2012","31","Ozone","San Jose - Jackson","06-085-0005","AQS","6","31",".","30","22"
"03/21/2012","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","26",".","33","25"
"03/22/2012","38","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","38","9","30","17"
"03/23/2012","41","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","41",".","28","31"
"03/24/2012","38","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","38",".","25","9"
"03/25/2012","37","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","37","2","19","12"
"03/26/2012","40","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","40",".","26","24"
"03/27/2012","39","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","39",".","13","12"
"03/28/2012","40","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","40","10","35","22"
"03/29/2012","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34",".","47","20"
"03/30/2012","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32",".","53","19"
"03/31/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","43","14","45","13"
"04/01/2012","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","38","9"
"04/02/2012","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","39",".","40","28"
"04/03/2012","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","41","15","41","39"
"04/04/2012","41","Ozone","Gilroy","06-085-0002","AQS","5","41",".","27","30"
"04/05/2012","39","Ozone","Gilroy","06-085-0002","AQS","5","39",".","20","36"
"04/06/2012","39","Ozone","Gilroy","06-085-0002","AQS","6","39","16","22","31"
"04/07/2012","47","Ozone","Gilroy","06-085-0002","AQS","7","47",".","32","32"
"04/08/2012","51","Ozone","Gilroy","06-085-0002","AQS","6","51",".","35","25"
"04/09/2012","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","49","17","49","34"
"04/10/2012","35","Ozone","Los Gatos","06-085-1001","AQS","5","35",".","33","20"
"04/11/2012","38","Ozone","San Martin","06-085-2006","AQS","5","38",".","14","34"
"04/12/2012","46","Ozone","Gilroy","06-085-0002","AQS","5","46",".","30","22"
"04/13/2012","45","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","45",".","21","27"
"04/14/2012","44","Ozone","San Martin","06-085-2006","AQS","5","44","18","27","22"
"04/15/2012","37","Ozone","San Jose - Jackson","06-085-0005","AQS","6","37","15","34","25"
"04/16/2012","44","Ozone","Gilroy","06-085-0002","AQS","7","44",".","22","30"
"04/17/2012","33","Ozone","San Martin","06-085-2006","AQS","6","33",".","21","21"
"04/18/2012","44","Ozone","Gilroy","06-085-0002","AQS","5","44","19","26","25"
"04/19/2012","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","20","11"
"04/20/2012","40","Ozone","Gilroy","06-085-0002","AQS","7","40",".","30","28"
"04/21/2012","47","Ozone","San Jose - Jackson","06-085-0005","AQS","7","47","20","43","28"
"04/22/2012","41","Ozone","Los Gatos","06-085-1001","AQS","6","41",".","40","18"
"04/23/2012","32","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","32",".","32","8"
"04/24/2012","30","Ozone","Gilroy","06-085-0002","AQS","5","30","21","16","10"
"04/25/2012","24","Ozone","Los Gatos","06-085-1001","AQS","6","24",".","13","11"
"04/26/2012","43","Ozone","San Jose - Jackson","06-085-0005","AQS","2","43",".","21","16"
"04/27/2012","43","Ozone","Gilroy","06-085-0002","AQS","3","43","21","27","24"
"04/28/2012","41","Ozone","San Martin","06-085-2006","AQS","5","41",".","36","22"
"04/29/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","45",".","45","17"
"04/30/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","40","22","45","23"
"05/01/2012","44","Ozone","San Martin","06-085-2006","AQS","3","44",".","35","9"
"05/02/2012","44","Ozone","San Martin","06-085-2006","AQS","3","44",".","38","19"
"05/03/2012","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","34","10","41","24"
"05/04/2012","44","Ozone","Gilroy","06-085-0002","AQS","3","44",".","25","10"
"05/05/2012","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","51",".","53","20"
"05/06/2012","67","Ozone","Gilroy","06-085-0002","AQS","7","67","19","54","26"
"05/07/2012","87","Ozone","Gilroy","06-085-0002","AQS","6","87",".","54","36"
"05/08/2012","77","Ozone","Los Gatos","06-085-1001","AQS","6","77",".","58","24"
"05/09/2012","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","51","36","64","27"
"05/10/2012","71","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","71",".","62","30"
"05/11/2012","58","Ozone","Los Gatos","06-085-1001","AQS","5","58",".","55","25"
"05/12/2012","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","50",".","54","17"
"05/13/2012","54","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","40",".","54","9"
"05/14/2012","45","PM2.5","Gilroy","06-085-0002","AQS","3","37",".","45","19"
"05/15/2012","43","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","41","17","43","21"
"05/16/2012","56","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","48",".","56","22"
"05/17/2012","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","41",".","60","20"
"05/18/2012","58","PM2.5","Gilroy","06-085-0002","AQS","5","47","31","58","17"
"05/19/2012","74","Ozone","San Martin","06-085-2006","AQS","6","74","27","61","22"
"05/20/2012","67","Ozone","Gilroy","06-085-0002","AQS","5","67",".","48","21"
"05/21/2012","35","Ozone","Gilroy","06-085-0002","AQS","3","35","7","23","17"
"05/22/2012","46","Ozone","Gilroy","06-085-0002","AQS","3","46",".","23","8"
"05/23/2012","46","Ozone","Gilroy","06-085-0002","AQS","3","46",".","30","7"
"05/24/2012","44","Ozone","Gilroy","06-085-0002","AQS","3","44","19","34","24"
"05/25/2012","38","Ozone","San Martin","06-085-2006","AQS","2","38",".","30","17"
"05/26/2012","31","Ozone","San Jose - Jackson","06-085-0005","AQS","2","31",".","27","15"
"05/27/2012","40","Ozone","Gilroy","06-085-0002","AQS","3","40","8","21","7"
"05/28/2012","41","Ozone","San Martin","06-085-2006","AQS","3","41","7","24","8"
"05/29/2012","47","Ozone","San Martin","06-085-2006","AQS","3","47",".","33","25"
"05/30/2012","49","Ozone","San Martin","06-085-2006","AQS","5","49",".","42","23"
"05/31/2012","87","Ozone","San Martin","06-085-2006","AQS","6","87",".","50","25"
"06/01/2012","48","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","44",".","48","16"
"06/02/2012","33","Ozone","Gilroy","06-085-0002","AQS","3","33","7","22","8"
"06/03/2012","51","Ozone","Gilroy","06-085-0002","AQS","3","51",".","19","5"
"06/04/2012","31","Ozone","Gilroy","06-085-0002","AQS","3","31",".","13","22"
"06/05/2012","37","Ozone","Gilroy","06-085-0002","AQS","2","37","9","22","4"
"06/06/2012","37","Ozone","San Martin","06-085-2006","AQS","3","37",".","28","19"
"06/07/2012","38","Ozone","Gilroy","06-085-0002","AQS","3","38",".","28","9"
"06/08/2012","44","Ozone","Gilroy","06-085-0002","AQS","3","44","17","35","25"
"06/09/2012","47","Ozone","Gilroy","06-085-0002","AQS","3","47",".","27","14"
"06/10/2012","50","Ozone","Gilroy","06-085-0002","AQS","5","50",".","28","33"
"06/11/2012","77","Ozone","San Martin","06-085-2006","AQS","7","77","20","40","29"
"06/12/2012","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","43",".","50","20"
"06/13/2012","41","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","37",".","41","11"
"06/14/2012","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","35","29","61","15"
"06/15/2012","61","PM2.5","Gilroy","06-085-0002","AQS","5","44",".","61","18"
"06/16/2012","122","Ozone","San Martin","06-085-2006","AQS","5","122",".","60","30"
"06/17/2012","51","Ozone","Los Gatos","06-085-1001","AQS","5","51","19","48","18"
"06/18/2012","33","Ozone","Los Gatos","06-085-1001","AQS","5","33",".","32","14"
"06/19/2012","50","Ozone","San Martin","06-085-2006","AQS","5","50",".","46","20"
"06/20/2012","61","Ozone","Los Gatos","06-085-1001","AQS","6","61","31","58","33"
"06/21/2012","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","31",".","34","10"
"06/22/2012","27","Ozone","San Martin","06-085-2006","AQS","3","27",".","25","11"
"06/23/2012","39","Ozone","San Martin","06-085-2006","AQS","3","39","6","21","7"
"06/24/2012","38","Ozone","San Martin","06-085-2006","AQS","3","38",".","15","8"
"06/25/2012","34","Ozone","San Martin","06-085-2006","AQS","3","34",".","14","24"
"06/26/2012","43","Ozone","Gilroy","06-085-0002","AQS","3","43","10","20","17"
"06/27/2012","48","Ozone","San Martin","06-085-2006","AQS","5","48",".","23","21"
"06/28/2012","35","Ozone","Gilroy","06-085-0002","AQS","5","35",".","23","20"
"06/29/2012","36","Ozone","Gilroy","06-085-0002","AQS","5","36","6","22","8"
"06/30/2012","30","Ozone","Gilroy","06-085-0002","AQS","5","30",".","18","8"
"07/01/2012","28","Ozone","Gilroy","06-085-0002","AQS","3","28",".","15","6"
"07/02/2012","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","27","15","31","9"
"07/03/2012","40","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","36",".","40","10"
"07/04/2012","53","PM2.5","Gilroy","06-085-0002","AQS","5","40",".","53","14"
"07/05/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34","14","46","9"
"07/06/2012","48","Ozone","San Martin","06-085-2006","AQS","5","48",".","38","13"
"07/07/2012","49","Ozone","Los Gatos","06-085-1001","AQS","6","49",".","40","18"
"07/08/2012","47","Ozone","San Martin","06-085-2006","AQS","5","47","7","30","8"
"07/09/2012","51","Ozone","Gilroy","06-085-0002","AQS","6","51",".","45","12"
"07/10/2012","84","Ozone","San Martin","06-085-2006","AQS","7","84",".","66","25"
"07/11/2012","108","Ozone","San Martin","06-085-2006","AQS","7","108","25","64","25"
"07/12/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","49",".","55","18"
"07/13/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31",".","46","14"
"07/14/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31","13","55","8"
"07/15/2012","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","28","9"
"07/16/2012","29","Ozone","San Martin","06-085-2006","AQS","5","29",".","28","9"
"07/17/2012","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31","7","35","8"
"07/18/2012","33","Ozone","Gilroy","06-085-0002","AQS","5","33",".","29","11"
"07/19/2012","43","Ozone","San Martin","06-085-2006","AQS","6","43",".","27","12"
"07/20/2012","49","Ozone","Gilroy","06-085-0002","AQS","6","49","12","33","14"
"07/21/2012","77","Ozone","San Martin","06-085-2006","AQS","6","77",".","47","21"
"07/22/2012","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","44",".","54","11"
"07/23/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33","23","45","9"
"07/24/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","37",".","46","13"
"07/25/2012","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","35",".","41","10"
"07/26/2012","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33","13","42","12"
"07/27/2012","34","Ozone","Los Gatos","06-085-1001","AQS","6","34",".","33","11"
"07/28/2012","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","33","12"
"07/29/2012","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","32","11","37","11"
"07/30/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","50",".","52","25"
"07/31/2012","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","41",".","56","21"
"08/01/2012","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","41","20","48","18"
"08/02/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","42",".","45","18"
"08/03/2012","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31",".","42","15"
"08/04/2012","24","Ozone","San Martin","06-085-2006","AQS","3","24","6","22","9"
"08/05/2012","40","Ozone","San Martin","06-085-2006","AQS","2","40",".","22","8"
"08/06/2012","41","Ozone","Gilroy","06-085-0002","AQS","3","41",".","25","9"
"08/07/2012","36","Ozone","Gilroy","06-085-0002","AQS","3","36","14","27","19"
"08/08/2012","45","Ozone","Gilroy","06-085-0002","AQS","3","45",".","41","17"
"08/09/2012","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","51",".","51","17"
"08/10/2012","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","58","26","61","17"
"08/11/2012","80","Ozone","Los Gatos","06-085-1001","AQS","5","80",".","63","14"
"08/12/2012","64","Ozone","San Martin","06-085-2006","AQS","5","64",".","45","9"
"08/13/2012","64","Ozone","San Martin","06-085-2006","AQS","5","64","14","45","19"
"08/14/2012","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","38","18"
"08/15/2012","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","64","17"
"08/16/2012","80","Ozone","San Martin","06-085-2006","AQS","5","80","15","54","20"
"08/17/2012","52","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","44",".","52","20"
"08/18/2012","40","Ozone","Gilroy","06-085-0002","AQS","5","40",".","30","12"
"08/19/2012","46","Ozone","Gilroy","06-085-0002","AQS","3","46","9","33","18"
"08/20/2012","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","50","19"
"08/21/2012","52","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","34",".","52","22"
"08/22/2012","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34","18","47","21"
"08/23/2012","47","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","34",".","47","14"
"08/24/2012","50","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","41",".","50","19"
"08/25/2012","47","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","35","19","47","12"
"08/26/2012","41","Ozone","Gilroy","06-085-0002","AQS","3","41",".","25","7"
"08/27/2012","43","Ozone","Gilroy","06-085-0002","AQS","5","43",".","35","12"
"08/28/2012","34","Ozone","Gilroy","06-085-0002","AQS","8","34","16","28","31"
"08/29/2012","64","Ozone","Gilroy","06-085-0002","AQS","7","64",".","44","28"
"08/30/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","34",".","55","27"
"08/31/2012","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","31","14","39","15"
"09/01/2012","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","39",".","43","13"
"09/02/2012","71","Ozone","San Martin","06-085-2006","AQS","6","71",".","53","23"
"09/03/2012","74","Ozone","Los Gatos","06-085-1001","AQS","6","74","17","52","24"
"09/04/2012","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","42",".","49","20"
"09/05/2012","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","38",".","60","19"
"09/06/2012","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","42","23","62","16"
"09/07/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","45","17"
"09/08/2012","41","Ozone","San Martin","06-085-2006","AQS","5","41",".","35","8"
"09/09/2012","41","Ozone","San Martin","06-085-2006","AQS","5","41","12","24","9"
"09/10/2012","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","43",".","43","27"
"09/11/2012","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","34",".","50","24"
"09/12/2012","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","43","23","58","19"
"09/13/2012","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","47",".","59","23"
"09/14/2012","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","57","15"
"09/15/2012","54","Ozone","Gilroy","06-085-0002","AQS","6","54","17","53","17"
"09/16/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","52","16"
"09/17/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","37",".","55","18"
"09/18/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34","16","46","10"
"09/19/2012","38","PM2.5","Gilroy","06-085-0002","AQS","5","35",".","38","20"
"09/20/2012","39","PM2.5","Gilroy","06-085-0002","AQS","5","35",".","39","27"
"09/21/2012","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","38","25","48","27"
"09/22/2012","50","PM2.5","Gilroy","06-085-0002","AQS","6","47",".","50","22"
"09/23/2012","45","Ozone","San Martin","06-085-2006","AQS","7","45",".","43","25"
"09/24/2012","48","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","35","21","48","25"
"09/25/2012","45","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","7","37",".","45","22"
"09/26/2012","60","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","7","34",".","60","20"
"09/27/2012","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","41","27","65","28"
"09/28/2012","52","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","41",".","52","22"
"09/29/2012","60","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","7","58",".","60","27"
"09/30/2012","87","Ozone","Gilroy","06-085-0002","AQS","7","87","18","35","41"
"10/01/2012","108","Ozone","Gilroy","06-085-0002","AQS","11","108",".","53","44"
"10/02/2012","105","Ozone","San Martin","06-085-2006","AQS","11","105",".","56","58"
"10/03/2012","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","48","36","59","43"
"10/04/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36",".","55","16"
"10/05/2012","43","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","3","29",".","43","22"
"10/06/2012","32","Ozone","Gilroy","06-085-0002","AQS","6","32","14","29","21"
"10/07/2012","36","Ozone","Gilroy","06-085-0002","AQS","5","36",".","24","18"
"10/08/2012","35","Ozone","San Martin","06-085-2006","AQS","6","35",".","30","24"
"10/09/2012","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32","14","35","21"
"10/10/2012","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31",".","44","22"
"10/11/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","30",".","52","19"
"10/12/2012","30","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","27","9","30","24"
"10/13/2012","37","Ozone","Gilroy","06-085-0002","AQS","6","37",".","34","20"
"10/14/2012","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","22",".","40","16"
"10/15/2012","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","23","11","36","19"
"10/16/2012","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","16",".","31","21"
"10/17/2012","49","NO2","San Jose - Jackson","06-085-0005","AQS","10","41",".","42","49"
"10/18/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","46","31","52","46"
"10/19/2012","33","Ozone","San Martin","06-085-2006","AQS","3","33",".","28","22"
"10/20/2012","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31",".","35","28"
"10/21/2012","35","Ozone","San Martin","06-085-2006","AQS","6","35","14","33","23"
"10/22/2012","33","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","33",".","24","17"
"10/23/2012","31","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","31",".","27","30"
"10/24/2012","33","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","33","9","25","27"
"10/25/2012","29","Ozone","San Jose - Jackson","06-085-0005","AQS","5","29",".","26","26"
"10/26/2012","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","33",".","38","35"
"10/27/2012","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","39","19","48","27"
