"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/21/2019","35","Ozone","San Martin","06-085-2006","AQS","6","35",".","16","28"
"02/22/2019","36","Ozone","San Martin","06-085-2006","AQS","7","36",".","28","34"
"02/23/2019","35","Ozone","Gilroy","06-085-0002","AQS","9","35","12","34","29"
"02/24/2019","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35",".","35","27"
"02/25/2019","35","Ozone","Gilroy","06-085-0002","AQS","7","35",".","24","25"
"02/26/2019","32","Ozone","Los Gatos","06-085-1001","AQS","6","32","8","21","15"
"02/27/2019","33","Ozone","San Martin","06-085-2006","AQS","6","33",".","19","13"
"02/28/2019","36","Ozone","Gilroy","06-085-0002","AQS","7","36",".","23","25"
"03/01/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31","19","45","38"
"03/02/2019","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","33",".","54","26"
"03/03/2019","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","13","17"
"03/04/2019","38","Ozone","Gilroy","06-085-0002","AQS","7","38",".","28","19"
"03/05/2019","33","Ozone","Los Gatos","06-085-1001","AQS","7","33",".","23","21"
"03/06/2019","39","Ozone","Gilroy","06-085-0002","AQS","6","39",".","16","15"
"03/07/2019","34","Ozone","Gilroy","06-085-0002","AQS","8","34",".","24","26"
"03/08/2019","39","Ozone","San Martin","06-085-2006","AQS","8","39","9","31","34"
"03/09/2019","37","Ozone","San Martin","06-085-2006","AQS","8","37",".","17","19"
"03/10/2019","40","Ozone","Gilroy","06-085-0002","AQS","8","40","6","25","25"
"03/11/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","33","15","43","26"
"03/12/2019","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","40",".","40","25"
"03/13/2019","41","Ozone","Gilroy","06-085-0002","AQS","6","41","9","22","31"
"03/14/2019","43","Ozone","San Martin","06-085-2006","AQS","10","43",".","31","36"
"03/15/2019","44","Ozone","San Martin","06-085-2006","AQS","10","44",".","42","31"
"03/16/2019","47","Ozone","San Martin","06-085-2006","AQS","8","47","16","36","26"
"03/17/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","48",".","51","38"
"03/18/2019","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","47",".","56","29"
"03/19/2019","44","Ozone","Gilroy","06-085-0002","AQS","7","44","18","43","25"
"03/20/2019","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","25","14"
"03/21/2019","42","Ozone","San Martin","06-085-2006","AQS","8","42",".","31","24"
"03/22/2019","36","Ozone","San Martin","06-085-2006","AQS","6","36","8","25","21"
"03/23/2019","44","Ozone","Gilroy","06-085-0002","AQS","6","44",".","33","23"
"03/24/2019","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","32","21"
"03/25/2019","40","Ozone","San Martin","06-085-2006","AQS","6","40","9","25","25"
"03/26/2019","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","27","28"
"03/27/2019","39","Ozone","San Martin","06-085-2006","AQS","6","39",".","33","20"
"03/28/2019","39","Ozone","Gilroy","06-085-0002","AQS","7","39","11","34","24"
"03/29/2019","44","Ozone","Gilroy","06-085-0002","AQS","8","44",".","28","21"
"03/30/2019","41","Ozone","Gilroy","06-085-0002","AQS","8","41",".","30","22"
"03/31/2019","44","Ozone","San Martin","06-085-2006","AQS","7","44","10","28","16"
"04/01/2019","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","30",".","41","24"
"04/02/2019","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","23","20"
"04/03/2019","31","Ozone","San Martin","06-085-2006","AQS","6","31","6","23","18"
"04/04/2019","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31",".","33","18"
"04/05/2019","33","Ozone","Gilroy","06-085-0002","AQS","7","33",".","25","20"
"04/06/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","39","10","43","16"
"04/07/2019","33","Ozone","Los Gatos","06-085-1001","AQS","7","33",".","25","11"
"04/08/2019","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","35",".","38","17"
"04/09/2019","43","Ozone","Gilroy","06-085-0002","AQS","6","43","13","28","19"
"04/10/2019","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","30","23"
"04/11/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","41",".","43","25"
"04/12/2019","43","Ozone","Gilroy","06-085-0002","AQS","7","43","13","27","29"
"04/13/2019","46","Ozone","San Martin","06-085-2006","AQS","8","46",".","34","22"
"04/14/2019","41","Ozone","Gilroy","06-085-0002","AQS","7","41",".","30","14"
"04/15/2019","44","Ozone","Gilroy","06-085-0002","AQS","6","44","15","37","26"
"04/16/2019","43","Ozone","San Martin","06-085-2006","AQS","6","43",".","29","26"
"04/17/2019","41","Ozone","San Martin","06-085-2006","AQS","8","41",".","30","24"
"04/18/2019","51","Ozone","San Jose - Jackson","06-085-0005","AQS","9","51","20","45","27"
"04/19/2019","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","46",".","48","28"
"04/20/2019","41","Ozone","San Martin","06-085-2006","AQS","7","41",".","30","10"
"04/21/2019","39","Ozone","San Martin","06-085-2006","AQS","6","39","16","38","11"
"04/22/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","48",".","53","22"
"04/23/2019","64","Ozone","San Martin","06-085-2006","AQS","9","64",".","48","31"
"04/24/2019","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","51","25","55","25"
"04/25/2019","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","44",".","61","21"
"04/26/2019","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","49",".","56","21"
"04/27/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","38","21","51","11"
"04/28/2019","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","40",".","56","13"
"04/29/2019","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","37",".","47","16"
"04/30/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","41","20","43","21"
"05/01/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","47",".","51","23"
"05/02/2019","50","Ozone","Gilroy","06-085-0002","AQS","7","50",".","46","25"
"05/03/2019","61","Ozone","San Martin","06-085-2006","AQS","8","61","24","49","28"
"05/04/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","44",".","53","18"
"05/05/2019","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","28","8"
"05/06/2019","31","Ozone","Gilroy","06-085-0002","AQS","6","31","6","23","15"
"05/07/2019","32","Ozone","San Jose - Jackson","06-085-0005","AQS","6","32",".","21","16"
"05/08/2019","38","Ozone","San Jose - Jackson","06-085-0005","AQS","7","38",".","30","14"
"05/09/2019","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35","11","38","17"
"05/10/2019","39","Ozone","San Jose - Jackson","06-085-0005","AQS","7","39",".","35","20"
"05/11/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","42",".","45","13"
"05/12/2019","42","Ozone","Gilroy","06-085-0002","AQS","6","42","12","37","10"
"05/13/2019","43","Ozone","San Martin","06-085-2006","AQS","7","43",".","30","15"
"05/14/2019","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","26","13"
"05/15/2019","36","Ozone","Gilroy","06-085-0002","AQS","6","36","9","29","10"
"05/16/2019","37","Ozone","Gilroy","06-085-0002","AQS","5","37",".","28","22"
"05/17/2019","41","Ozone","San Martin","06-085-2006","AQS","5","41",".","35","24"
"05/18/2019","31","Ozone","Gilroy","06-085-0002","AQS","5","31","8","22","15"
"05/19/2019","44","Ozone","San Martin","06-085-2006","AQS","5","44",".","15","16"
"05/20/2019","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","23","21"
"05/21/2019","37","Ozone","San Martin","06-085-2006","AQS","5","37","10","31","29"
"05/22/2019","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","35","24"
"05/23/2019","40","PM2.5","Gilroy","06-085-0002","AQS","5","27",".","40","14"
"05/24/2019","32","Ozone","San Jose - Jackson","06-085-0005","AQS","6","32","10","24","19"
"05/25/2019","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","38",".","39","12"
"05/26/2019","41","Ozone","San Jose - Jackson","06-085-0005","AQS","5","41",".","22","8"
"05/27/2019","31","Ozone","San Martin","06-085-2006","AQS","5","31","8","23","8"
"05/28/2019","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","35","12"
"05/29/2019","52","PM2.5","Gilroy","06-085-0002","AQS","6","40",".","52","15"
"05/30/2019","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","26","10","31","11"
"05/31/2019","44","Ozone","San Martin","06-085-2006","AQS","7","44",".","42","14"
"06/01/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","38",".","51","10"
"06/02/2019","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31","6","18","10"
"06/03/2019","40","Ozone","Los Gatos","06-085-1001","AQS","7","40",".","33","15"
"06/04/2019","74","Ozone","San Martin","06-085-2006","AQS","8","74",".","57","21"
"06/05/2019","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","51","32","64","20"
"06/06/2019","42","Ozone","Gilroy","06-085-0002","AQS","7","42",".","38","15"
"06/07/2019","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","44",".","44","19"
"06/08/2019","42","Ozone","Gilroy","06-085-0002","AQS","7","42","18","36","26"
"06/09/2019","64","Ozone","San Jose - Jackson","06-085-0005","AQS","8","64",".","31","27"
"06/10/2019","136","Ozone","San Jose - Jackson","06-085-0005","AQS","10","136",".","52","32"
"06/11/2019","126","Ozone","Los Gatos","06-085-1001","AQS","9","126","27","53","35"
"06/12/2019","84","Ozone","San Jose - Jackson","06-085-0005","AQS","8","84",".","53","30"
"06/13/2019","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","39",".","42","12"
"06/14/2019","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","31","15","36","13"
"06/15/2019","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","27",".","37","8"
"06/16/2019","30","Ozone","Los Gatos","06-085-1001","AQS","7","30",".","29","9"
"06/17/2019","35","Ozone","San Jose - Jackson","06-085-0005","AQS","6","35",".","32","14"
"06/18/2019","41","Ozone","Los Gatos","06-085-1001","AQS","7","41",".","35","14"
"06/19/2019","39","Ozone","Los Gatos","06-085-1001","AQS","6","39",".","28","13"
"06/20/2019","28","Ozone","Gilroy","06-085-0002","AQS","6","28","11","23","11"
"06/21/2019","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","34",".","46","20"
"06/22/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","41",".","53","23"
"06/23/2019","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","47","20","54","18"
"06/24/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","42","22","53","15"
"06/25/2019","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","38",".","47","14"
"06/26/2019","31","Ozone","San Martin","06-085-2006","AQS","5","31","9","22","17"
"06/27/2019","34","Ozone","Gilroy","06-085-0002","AQS","5","34",".","25","19"
"06/28/2019","32","Ozone","San Martin","06-085-2006","AQS","6","32",".","30","18"
"06/29/2019","45","Ozone","San Martin","06-085-2006","AQS","6","45","14","36","15"
"06/30/2019","39","Ozone","San Martin","06-085-2006","AQS","6","39",".","36","11"
"07/01/2019","41","Ozone","Gilroy","06-085-0002","AQS","5","41",".","40","17"
"07/02/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","37","20","45","20"
"07/03/2019","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32",".","47","15"
"07/04/2019","70","PM2.5","Gilroy","06-085-0002","AQS","6","34",".","70","8"
"07/05/2019","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","41","16","50","12"
"07/06/2019","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","39",".","47","10"
"07/07/2019","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","30",".","39","9"
"07/08/2019","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32","14","36","9"
"07/09/2019","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","28","13"
"07/10/2019","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","20","8"
"07/11/2019","27","Ozone","Gilroy","06-085-0002","AQS","6","27","8","22","12"
"07/12/2019","44","Ozone","Gilroy","06-085-0002","AQS","6","44",".","31","11"
"07/13/2019","44","Ozone","Gilroy","06-085-0002","AQS","6","44",".","38","9"
"07/14/2019","41","Ozone","Gilroy","06-085-0002","AQS","6","41","12","37","14"
"07/15/2019","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","33",".","34","20"
"07/16/2019","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","28","11"
"07/17/2019","38","Ozone","San Jose - Jackson","06-085-0005","AQS","7","38","15","35","16"
"07/18/2019","29","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","26",".","29","12"
"07/19/2019","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","24",".","33","9"
"07/20/2019","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31","12","37","9"
"07/21/2019","40","Ozone","Los Gatos","06-085-1001","AQS","7","40",".","31","12"
"07/22/2019","50","Ozone","Los Gatos","06-085-1001","AQS","7","50",".","45","17"
"07/23/2019","88","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","46","16","88","17"
"07/24/2019","126","Ozone","San Martin","06-085-2006","AQS","8","126",".","50","24"
"07/25/2019","74","Ozone","Los Gatos","06-085-1001","AQS","7","74",".","58","22"
"07/26/2019","44","Ozone","Los Gatos","06-085-1001","AQS","7","44","13","41","14"
"07/27/2019","74","Ozone","San Martin","06-085-2006","AQS","9","74",".","51","26"
"07/28/2019","74","Ozone","Los Gatos","06-085-1001","AQS","9","74",".","55","14"
"07/29/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","34","19","51","14"
"07/30/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36",".","51","18"
"07/31/2019","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","40",".","48","16"
"08/01/2019","30","Ozone","San Martin","06-085-2006","AQS","6","30","10","29","12"
"08/02/2019","35","Ozone","Gilroy","06-085-0002","AQS","7","35",".","21","9"
"08/03/2019","48","Ozone","San Martin","06-085-2006","AQS","8","48",".","23","16"
"08/04/2019","37","Ozone","Gilroy","06-085-0002","AQS","7","37","9","33","9"
"08/05/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","47",".","53","14"
"08/06/2019","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","46",".","49","18"
"08/07/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","38","17","45","15"
"08/08/2019","39","Ozone","San Martin","06-085-2006","AQS","7","39",".","32","23"
"08/09/2019","36","Ozone","Gilroy","06-085-0002","AQS","8","36",".","31","24"
"08/10/2019","26","Ozone","San Martin","06-085-2006","AQS","5","26","19","25","7"
"08/11/2019","38","Ozone","Gilroy","06-085-0002","AQS","6","38",".","21","13"
"08/12/2019","46","Ozone","San Martin","06-085-2006","AQS","7","46",".","42","20"
"08/13/2019","54","Ozone","Los Gatos","06-085-1001","AQS","5","54","19","50","18"
"08/14/2019","119","Ozone","San Martin","06-085-2006","AQS","7","119",".","55","31"
"08/15/2019","97","Ozone","Los Gatos","06-085-1001","AQS","9","97",".","54","35"
"08/16/2019","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","48","29","57","21"
"08/17/2019","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","29",".","40","8"
"08/18/2019","27","Ozone","San Martin","06-085-2006","AQS","6","27",".","21","5"
"08/19/2019","30","Ozone","Los Gatos","06-085-1001","AQS","6","30","9","24","12"
"08/20/2019","38","Ozone","Gilroy","06-085-0002","AQS","6","38",".","27","15"
"08/21/2019","45","Ozone","Gilroy","06-085-0002","AQS","7","45",".","35","20"
"08/22/2019","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36","15","36","12"
"08/23/2019","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","39",".","48","13"
"08/24/2019","45","Ozone","San Martin","06-085-2006","AQS","7","45",".","44","12"
"08/25/2019","58","Ozone","San Martin","06-085-2006","AQS","7","58","12","48","21"
"08/26/2019","49","Ozone","Los Gatos","06-085-1001","AQS","7","49",".","32","19"
"08/27/2019","49","Ozone","Los Gatos","06-085-1001","AQS","7","49",".","34","23"
"08/28/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35","17","45","18"
"08/29/2019","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","40",".","46","9"
"08/30/2019","54","Ozone","Gilroy","06-085-0002","AQS","7","54",".","41","17"
"08/31/2019","54","Ozone","Gilroy","06-085-0002","AQS","8","54","15","39","15"
"09/01/2019","36","Ozone","Gilroy","06-085-0002","AQS","8","36",".","30","15"
"09/02/2019","44","Ozone","Gilroy","06-085-0002","AQS","7","44",".","37","13"
"09/03/2019","44","Ozone","Gilroy","06-085-0002","AQS","6","44","15","33","17"
"09/04/2019","44","Ozone","Gilroy","06-085-0002","AQS","7","44",".","38","18"
"09/05/2019","39","Ozone","Gilroy","06-085-0002","AQS","6","39",".","30","12"
"09/06/2019","47","Ozone","Gilroy","06-085-0002","AQS","7","47","10","27","16"
"09/07/2019","29","Ozone","San Martin","06-085-2006","AQS","6","29",".","17","10"
"09/08/2019","33","Ozone","San Martin","06-085-2006","AQS","6","33",".","17","11"
"09/09/2019","34","Ozone","Gilroy","06-085-0002","AQS","7","34","12","27","19"
"09/10/2019","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","30","23"
"09/11/2019","46","Ozone","San Martin","06-085-2006","AQS","8","46",".","31","22"
"09/12/2019","90","Ozone","San Martin","06-085-2006","AQS","9","90","20","43","30"
"09/13/2019","84","Ozone","Gilroy","06-085-0002","AQS","13","84",".","54","40"
"09/14/2019","77","Ozone","San Martin","06-085-2006","AQS","11","77",".","49","26"
"09/15/2019","38","Ozone","San Martin","06-085-2006","AQS","7","38","8","24","8"
"09/16/2019","32","Ozone","San Martin","06-085-2006","AQS","6","32",".","10","13"
"09/17/2019","35","Ozone","San Martin","06-085-2006","AQS","7","35",".","17","17"
"09/18/2019","27","Ozone","San Martin","06-085-2006","AQS","7","27",".","18","18"
"09/19/2019","33","Ozone","San Martin","06-085-2006","AQS","8","33",".","18","21"
"09/20/2019","43","Ozone","San Martin","06-085-2006","AQS","9","43",".",".","22"
"09/21/2019","44","Ozone","San Martin","06-085-2006","AQS","8","44",".","32","25"
"09/22/2019","45","Ozone","San Martin","06-085-2006","AQS","9","45",".","29","20"
"09/23/2019","42","Ozone","Gilroy","06-085-0002","AQS","8","42",".","29","24"
"09/24/2019","67","Ozone","Gilroy","06-085-0002","AQS","13","67",".","36","37"
"09/25/2019","61","Ozone","San Martin","06-085-2006","AQS","13","61",".","43","36"
"09/26/2019","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","38",".","54","25"
"09/27/2019","31","Ozone","Gilroy","06-085-0002","AQS","6","31","13","26","21"
"09/28/2019","33","Ozone","San Martin","06-085-2006","AQS","5","33","15","27","17"
"09/29/2019","30","Ozone","San Martin","06-085-2006","AQS","5","30",".","26","16"
"09/30/2019","34","Ozone","San Martin","06-085-2006","AQS","6","34","14","23","22"
"10/01/2019","34","Ozone","Gilroy","06-085-0002","AQS","7","34","14","21","23"
"10/02/2019","39","Ozone","Gilroy","06-085-0002","AQS","8","39",".","19","24"
"10/03/2019","34","Ozone","San Martin","06-085-2006","AQS","8","34","21","31","22"
"10/04/2019","37","Ozone","Gilroy","06-085-0002","AQS","9","37",".","32","25"
"10/05/2019","42","Ozone","San Martin","06-085-2006","AQS","8","42",".","36","25"
"10/06/2019","47","Ozone","San Martin","06-085-2006","AQS","9","47","16","34","33"
"10/07/2019","80","Ozone","San Martin","06-085-2006","AQS","13","80",".","48","34"
"10/08/2019","64","Ozone","San Martin","06-085-2006","AQS","11","64",".","44","46"
"10/09/2019","41","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","40","26","41","24"
"10/10/2019","39","Ozone","San Martin","06-085-2006","AQS","7","39",".","30","32"
"10/11/2019","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","46",".","52","45"
"10/12/2019","67","Ozone","San Martin","06-085-2006","AQS","11","67","39","53","34"
"10/13/2019","71","Ozone","San Martin","06-085-2006","AQS","9","71",".","50","27"
"10/14/2019","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","44",".","48","27"
"10/15/2019","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","43","37","61","29"
"10/16/2019","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","35",".","49","27"
"10/17/2019","36","Ozone","San Martin","06-085-2006","AQS","7","36",".","22","24"
"10/18/2019","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","38","25","43","26"
"10/19/2019","35","Ozone","San Martin","06-085-2006","AQS","8","35",".","32","22"
"10/20/2019","37","Ozone","Gilroy","06-085-0002","AQS","8","37",".","30","21"
"10/21/2019","37","Ozone","San Martin","06-085-2006","AQS","11","37","23","35","33"
"10/22/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","43",".","43","37"
"10/23/2019","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","37",".","43","42"
"10/24/2019","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","49","40","56","43"
"10/25/2019","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","47",".","49","49"
"10/26/2019","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","58",".","61","38"
"10/27/2019","61","PM10","San Jose - Jackson","06-085-0005","AQS","8","33","61","34","14"
"10/28/2019","38","Ozone","San Martin","06-085-2006","AQS","9","38",".","35","33"
"10/29/2019","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","41",".","57","34"
"10/30/2019","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","35","38","40","40"
"10/31/2019","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","39",".","58","46"
"11/01/2019","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","43",".","59","49"
"11/02/2019","70","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","51","48","70","63"
"11/03/2019","67","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","18","58",".","67","53"
"11/04/2019","66","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","48",".","66","57"
