"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/27/2022","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","35",".","63","37"
"01/28/2022","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","31",".","63","36"
"01/29/2022","84","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","33","36","84","41"
"01/30/2022","64","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","37",".","64","27"
"01/31/2022","68","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","25",".","68","34"
"02/01/2022","73","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","34","33","73","25"
"02/02/2022","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","21","34"
"02/03/2022","32","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","32","32"
"02/04/2022","69","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","36","37","69","40"
"02/05/2022","81","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","37",".","81","37"
"02/06/2022","72","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","41",".","72","34"
"02/07/2022","74","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","34","36","74","41"
"02/08/2022","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","34",".","64","40"
"02/09/2022","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","37",".","56","35"
"02/10/2022","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","35","28","47","39"
"02/11/2022","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","40",".","57","36"
"02/12/2022","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","44",".","68","42"
"02/13/2022","63","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","50","26","63","37"
"02/14/2022","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","35",".","49","26"
"02/15/2022","36","Ozone","Gilroy","06-085-0002","AQS","6","36",".","17","24"
"02/16/2022","35","Ozone","Los Gatos","06-085-1001","AQS","7","35","16","34","27"
"02/17/2022","40","Ozone","Gilroy","06-085-0002","AQS","7","40",".","31","29"
"02/18/2022","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","40",".","48","35"
"02/19/2022","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","46","35","65","37"
"02/20/2022","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","34",".","52","31"
"02/21/2022","36","Ozone","Gilroy","06-085-0002","AQS","7","36",".","22","25"
"02/22/2022","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","18","22"
"02/23/2022","33","Ozone","Gilroy","06-085-0002","AQS","8","33",".","22","27"
"02/24/2022","35","Ozone","San Martin","06-085-2006","AQS","9","35",".","33","25"
"02/25/2022","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","38",".","43","28"
"02/26/2022","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","38",".","51","30"
"02/27/2022","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","47",".","63","40"
"02/28/2022","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","44","26","55","33"
"03/01/2022","36","Ozone","Gilroy","06-085-0002","AQS","10","36",".","32","26"
"03/02/2022","40","Ozone","Gilroy","06-085-0002","AQS","9","40",".","28","24"
"03/03/2022","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","28","15","36","23"
"03/04/2022","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","38",".","40","18"
"03/05/2022","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","23","21"
"03/06/2022","35","Ozone","San Martin","06-085-2006","AQS","7","35","13","28","21"
"03/07/2022","39","Ozone","San Martin","06-085-2006","AQS","8","39",".","34","32"
"03/08/2022","40","Ozone","Los Gatos","06-085-1001","AQS","9","40",".","34","33"
"03/09/2022","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","42","25","45","27"
"03/10/2022","42","Ozone","Gilroy","06-085-0002","AQS","8","42",".","29","30"
"03/11/2022","43","Ozone","San Martin","06-085-2006","AQS","8","43",".","28","33"
"03/12/2022","44","Ozone","San Martin","06-085-2006","AQS","9","44","16","37","29"
"03/13/2022","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","29","14"
"03/14/2022","45","Ozone","Gilroy","06-085-0002","AQS","7","45",".","34","25"
"03/15/2022","36","Ozone","Gilroy","06-085-0002","AQS","6","36","10","20","25"
"03/16/2022","41","Ozone","Gilroy","06-085-0002","AQS","7","41",".","31","24"
"03/17/2022","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","41",".","42","21"
"03/18/2022","44","Ozone","Los Gatos","06-085-1001","AQS","8","44","21","39","25"
"03/19/2022","32","Ozone","San Jose - Jackson","06-085-0005","AQS","6","32",".","22","16"
"03/20/2022","41","Ozone","Gilroy","06-085-0002","AQS","5","41",".","24","17"
"03/21/2022","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","44","24","47","26"
"03/22/2022","35","Ozone","San Martin","06-085-2006","AQS","7","35",".","28","23"
"03/23/2022","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31",".","34","15"
"03/24/2022","43","Ozone","San Martin","06-085-2006","AQS","8","43","16","29","21"
"03/25/2022","48","Ozone","San Martin","06-085-2006","AQS","6","48",".","25","13"
"03/26/2022","38","Ozone","Gilroy","06-085-0002","AQS","7","38",".","23","16"
"03/27/2022","31","Ozone","Los Gatos","06-085-1001","AQS","6","31","8","15","8"
"03/28/2022","40","Ozone","San Jose - Jackson","06-085-0005","AQS","5","40",".","17","13"
"03/29/2022","31","Ozone","San Martin","06-085-2006","AQS","6","31","9","21","21"
"03/30/2022","35","Ozone","San Jose - Jackson","06-085-0005","AQS","5","35",".","21","14"
"03/31/2022","39","Ozone","San Martin","06-085-2006","AQS","6","39",".","37","19"
"04/01/2022","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","39",".","51","20"
"04/02/2022","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","44",".","51","19"
"04/03/2022","46","Ozone","San Martin","06-085-2006","AQS","7","46",".","45","18"
"04/04/2022","37","Ozone","San Jose - Jackson","06-085-0005","AQS","5","37",".","26","18"
"04/05/2022","45","Ozone","Gilroy","06-085-0002","AQS","6","45",".","34","20"
"04/06/2022","49","Ozone","San Martin","06-085-2006","AQS","9","49",".","41","27"
"04/07/2022","112","Ozone","San Jose - Jackson","06-085-0005","AQS","10","112",".","47","34"
"04/08/2022","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","50",".","56","32"
"04/09/2022","58","PM2.5","Gilroy","06-085-0002","AQS","6","48",".","58","12"
"04/10/2022","43","Ozone","San Martin","06-085-2006","AQS","6","43",".","40","17"
"04/11/2022","40","Ozone","San Martin","06-085-2006","AQS","5","40",".","26","13"
"04/12/2022","42","Ozone","San Martin","06-085-2006","AQS","6","42",".","28","32"
"04/13/2022","46","Ozone","San Martin","06-085-2006","AQS","6","46",".","27","28"
"04/14/2022","33","Ozone","Gilroy","06-085-0002","AQS","5","33",".","27","13"
"04/15/2022","32","Ozone","Los Gatos","06-085-1001","AQS","6","32",".","20","14"
"04/16/2022","36","Ozone","San Jose - Jackson","06-085-0005","AirNow","6","36",".","20","10"
"04/17/2022","45","Ozone","San Martin","06-085-2006","AQS","6","45",".","25","14"
"04/18/2022","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","33","22"
"04/19/2022","44","Ozone","San Jose - Jackson","06-085-0005","AQS","6","44",".","15","14"
"04/20/2022","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","38",".","41","23"
"04/21/2022","44","Ozone","San Jose - Jackson","06-085-0005","AQS","6","44",".","35","15"
"04/22/2022","40","Ozone","San Martin","06-085-2006","AQS","6","40",".","20","22"
"04/23/2022","43","Ozone","San Martin","06-085-2006","AQS","6","43",".","30","18"
"04/24/2022","41","Ozone","San Martin","06-085-2006","AQS","7","41",".","35","16"
"04/25/2022","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","47",".","51","17"
"04/26/2022","51","PM2.5","Gilroy","06-085-0002","AQS","6","48",".","51","19"
"04/27/2022","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","36","21"
"04/28/2022","46","Ozone","San Martin","06-085-2006","AQS","6","46",".","29","21"
"04/29/2022","49","Ozone","San Martin","06-085-2006","AQS","7","49",".","34","20"
"04/30/2022","39","Ozone","Gilroy","06-085-0002","AQS","7","39",".","31","21"
"05/01/2022","48","Ozone","San Martin","06-085-2006","AQS","6","48",".","32","13"
"05/02/2022","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","30","13"
"05/03/2022","50","Ozone","San Martin","06-085-2006","AQS","8","50",".","36","15"
"05/04/2022","46","Ozone","San Martin","06-085-2006","AQS","8","46",".","42","24"
"05/05/2022","41","Ozone","San Jose - Jackson","06-085-0005","AQS","7","41",".","32","10"
"05/06/2022","32","Ozone","San Martin","06-085-2006","AQS","7","32",".","25","16"
"05/07/2022","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","28","12"
"05/08/2022","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","25","7"
"05/09/2022","39","Ozone","San Jose - Jackson","06-085-0005","AQS","7","39",".","33","27"
"05/10/2022","38","Ozone","San Jose - Jackson","06-085-0005","AQS","5","38",".","16","25"
"05/11/2022","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","23","21"
"05/12/2022","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","18","24"
"05/13/2022","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","21","22"
"05/14/2022","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","20","14"
"05/15/2022","30","Ozone","San Martin","06-085-2006","AQS","6","30",".","23","9"
"05/16/2022","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","18","18"
"05/17/2022","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","44",".","45","23"
"05/18/2022","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","50",".","53","22"
"05/19/2022","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","44",".","54","21"
"05/20/2022","48","Ozone","San Martin","06-085-2006","AQS","6","48",".","42","25"
"05/21/2022","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","41",".","50","25"
"05/22/2022","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","43",".","55","12"
"05/23/2022","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","45",".","49","17"
"05/24/2022","112","Ozone","San Martin","06-085-2006","AQS","7","112",".","53","28"
"05/25/2022","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","48",".","52","30"
"05/26/2022","45","Ozone","San Jose - Jackson","06-085-0005","AQS","6","45",".","28","14"
"05/27/2022","38","Ozone","San Jose - Jackson","06-085-0005","AQS","6","38",".","29","12"
"05/28/2022","31","Ozone","San Jose - Jackson","06-085-0005","AQS","5","31",".","13","6"
"05/29/2022","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","18","5"
"05/30/2022","40","Ozone","San Martin","06-085-2006","AQS","5","40",".","35","8"
"05/31/2022","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","40","15"
"06/01/2022","51","Ozone","Gilroy","06-085-0002","AQS","6","51",".","45","20"
"06/02/2022","39","Ozone","Gilroy","06-085-0002","AQS","6","39",".","30","21"
"06/03/2022","27","Ozone","San Martin","06-085-2006","AQS","6","27",".","20","9"
"06/04/2022","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","21","8"
"06/05/2022","20","Ozone","San Jose - Jackson","06-085-0005","AQS","7","20",".","11","8"
"06/06/2022","40","Ozone","Gilroy","06-085-0002","AQS","6","40",".","20","12"
"06/07/2022","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","36","15"
"06/08/2022","32","Ozone","Los Gatos","06-085-1001","AQS","5","32",".","22","24"
"06/09/2022","47","Ozone","Gilroy","06-085-0002","AQS","5","47",".","40","14"
"06/10/2022","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","33",".","33","20"
"06/11/2022","28","Ozone","Gilroy","06-085-0002","AQS","6","28",".","23","14"
"06/12/2022","27","Ozone","San Jose - Jackson","06-085-0005","AQS","5","27",".","12","5"
"06/13/2022","40","Ozone","San Martin","06-085-2006","AQS","3","40",".","28","11"
"06/14/2022","50","Ozone","San Martin","06-085-2006","AQS","5","50",".","48","17"
"06/15/2022","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","50",".","57","22"
"06/16/2022","40","Ozone","San Martin","06-085-2006","AQS","3","40",".","25","19"
"06/17/2022","31","Ozone","San Martin","06-085-2006","AQS","3","31",".","20","15"
"06/18/2022","36","Ozone","San Martin","06-085-2006","AQS","3","36",".","23","10"
"06/19/2022","40","Ozone","San Martin","06-085-2006","AQS","5","40",".","35","11"
"06/20/2022","46","Ozone","San Martin","06-085-2006","AQS","6","46",".","41","17"
"06/21/2022","87","Ozone","San Martin","06-085-2006","AQS","7","87",".","37","27"
"06/22/2022","71","Ozone","San Jose - Jackson","06-085-0005","AQS","6","71",".","53","20"
"06/23/2022","71","Ozone","Los Gatos","06-085-1001","AQS","6","71",".","48","16"
"06/24/2022","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","47",".","50","20"
"06/25/2022","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","46",".","60","11"
"06/26/2022","47","Ozone","San Martin","06-085-2006","AQS","6","47",".","45","10"
"06/27/2022","48","Ozone","Gilroy","06-085-0002","AQS","6","48",".","43","11"
"06/28/2022","45","Ozone","Gilroy","06-085-0002","AQS","5","45",".","35","12"
"06/29/2022","42","Ozone","Gilroy","06-085-0002","AQS","5","42",".","35","12"
"06/30/2022","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34",".","40","10"
"07/01/2022","33","Ozone","Los Gatos","06-085-1001","AQS","5","33",".","30","10"
"07/02/2022","30","Ozone","San Martin","06-085-2006","AQS","5","30",".","16","8"
"07/03/2022","31","Ozone","San Martin","06-085-2006","AQS","3","31",".","16","7"
"07/04/2022","36","PM2.5","Gilroy","06-085-0002","AQS","5","21",".","36","6"
"07/05/2022","28","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","19",".","28","11"
"07/06/2022","23","Ozone","San Martin","06-085-2006","AQS","5","23",".","7","9"
"07/07/2022","29","Ozone","Gilroy","06-085-0002","AQS","5","29",".","12","8"
"07/08/2022","40","Ozone","Gilroy","06-085-0002","AQS","5","40",".","20","12"
"07/09/2022","27","Ozone","Gilroy","06-085-0002","AQS","5","27",".","18","9"
"07/10/2022","36","Ozone","Los Gatos","06-085-1001","AQS","6","36",".","28","21"
"07/11/2022","48","Ozone","Los Gatos","06-085-1001","AQS","7","48",".","43","22"
"07/12/2022","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","27","10"
"07/13/2022","33","Ozone","Los Gatos","06-085-1001","AQS","6","33",".","18","8"
"07/14/2022","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","42",".","44","12"
"07/15/2022","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","43","13"
"07/16/2022","51","Ozone","San Martin","06-085-2006","AQS","6","51",".","34","8"
"07/17/2022","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36",".","51","8"
"07/18/2022","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","49",".","56","12"
"07/19/2022","67","Ozone","San Martin","06-085-2006","AQS","6","67",".","43","14"
"07/20/2022","48","Ozone","San Martin","06-085-2006","AQS","5","48",".","30","9"
"07/21/2022","49","Ozone","Gilroy","06-085-0002","AQS","5","49",".","28","7"
"07/22/2022","49","Ozone","Gilroy","06-085-0002","AQS","5","49",".","41","14"
"07/23/2022","36","Ozone","Los Gatos","06-085-1001","AQS","6","36",".","34","10"
"07/24/2022","36","Ozone","Los Gatos","06-085-1001","AQS","5","36",".","22","8"
"07/25/2022","37","Ozone","Los Gatos","06-085-1001","AQS","5","37",".","23","8"
"07/26/2022","40","Ozone","Los Gatos","06-085-1001","AQS","5","40",".","23","10"
"07/27/2022","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","24","8"
"07/28/2022","41","Ozone","San Martin","06-085-2006","AQS","5","41",".","23","8"
"07/29/2022","31","Ozone","San Martin","06-085-2006","AQS","5","31",".","22","8"
"07/30/2022","24","Ozone","Gilroy","06-085-0002","AQS","5","24",".","16","7"
"07/31/2022","35","Ozone","San Martin","06-085-2006","AQS","5","35",".","15","8"
"08/01/2022","45","Ozone","San Martin","06-085-2006","AQS","5","45",".","26","17"
"08/02/2022","45","Ozone","San Martin","06-085-2006","AQS","6","45",".","33","14"
"08/03/2022","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","28","15"
"08/04/2022","41","Ozone","Los Gatos","06-085-1001","AQS","6","41",".","37","7"
"08/05/2022","29","Ozone","San Jose - Jackson","06-085-0005","AQS","5","29",".","26","8"
"08/06/2022","30","Ozone","San Jose - Jackson","06-085-0005","AQS","5","30",".","19","7"
"08/07/2022","38","Ozone","San Martin","06-085-2006","AQS","5","38",".","29","7"
"08/08/2022","35","Ozone","Gilroy","06-085-0002","AQS","5","35",".","19","14"
"08/09/2022","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","23","8"
"08/10/2022","38","Ozone","Gilroy","06-085-0002","AQS","5","38",".","20","14"
"08/11/2022","37","Ozone","Gilroy","06-085-0002","AQS","5","37",".","23","12"
"08/12/2022","41","Ozone","Gilroy","06-085-0002","AQS","5","41",".","30","14"
"08/13/2022","47","Ozone","San Martin","06-085-2006","AQS","6","47",".","39","12"
"08/14/2022","49","Ozone","San Martin","06-085-2006","AQS","6","49",".","43","12"
"08/15/2022","61","Ozone","Los Gatos","06-085-1001","AQS","6","61",".","57","15"
"08/16/2022","97","Ozone","Los Gatos","06-085-1001","AQS","7","97",".","65","23"
"08/17/2022","45","Ozone","Los Gatos","06-085-1001","AQS","6","45",".","40","17"
"08/18/2022","61","Ozone","San Martin","06-085-2006","AQS","6","61",".","35","17"
"08/19/2022","54","Ozone","San Martin","06-085-2006","AQS","6","54",".","41","11"
"08/20/2022","44","Ozone","San Jose - Jackson","06-085-0005","AQS","6","44",".","38","11"
"08/21/2022","33","Ozone","San Jose - Jackson","06-085-0005","AQS","5","33",".","28","9"
"08/22/2022","27","Ozone","Gilroy","06-085-0002","AQS","5","27",".","23","12"
"08/23/2022","38","Ozone","Los Gatos","06-085-1001","AQS","6","38",".","29","13"
"08/24/2022","40","Ozone","Los Gatos","06-085-1001","AQS","6","40",".","28","10"
"08/25/2022","31","Ozone","San Jose - Jackson","06-085-0005","AQS","6","31",".","21","12"
"08/26/2022","40","Ozone","Los Gatos","06-085-1001","AQS","6","40",".","35","13"
"08/27/2022","31","Ozone","San Jose - Jackson","06-085-0005","AQS","6","31",".","29","8"
"08/28/2022","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","32",".","41","9"
"08/29/2022","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","36",".","52","14"
"08/30/2022","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","45",".","58","17"
"08/31/2022","67","Ozone","Gilroy","06-085-0002","AQS","6","67",".","49","14"
"09/01/2022","84","Ozone","San Martin","06-085-2006","AirNow","6","84",".","43","."
"09/02/2022","64","Ozone","San Martin","06-085-2006","AirNow",".","64",".","56","."
"09/03/2022","42","Ozone","Gilroy","06-085-0002","AirNow",".","42",".","41","."
"09/04/2022","80","Ozone","San Martin","06-085-2006","AirNow",".","80",".","35","."
"09/05/2022","119","Ozone","San Martin","06-085-2006","AirNow",".","119",".","54","."
"09/06/2022","90","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","90",".","59","."
"09/07/2022","77","Ozone","San Martin","06-085-2006","AirNow",".","77",".","61","."
"09/08/2022","90","Ozone","San Martin","06-085-2006","AirNow",".","90",".","59","."
"09/09/2022","71","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","51",".","71","."
"09/10/2022","64","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","29",".","64","."
"09/11/2022","59","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","45",".","59","."
"09/12/2022","56","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","44",".","56","."
"09/13/2022","34","Ozone","San Martin","06-085-2006","AirNow",".","34",".","32","."
"09/14/2022","36","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","36",".","35","."
"09/15/2022","40","PM2.5","Gilroy","06-085-0002","AirNow",".","38",".","40","."
"09/16/2022","36","PM2.5","Gilroy","06-085-0002","AirNow",".","36",".","36","."
"09/17/2022","30","Ozone","San Martin","06-085-2006","AirNow",".","30",".","26","."
"09/18/2022","25","Ozone","Los Gatos","06-085-1001","AirNow",".","25",".","11","."
"09/19/2022","26","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","26",".","25","."
"09/20/2022","31","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","31",".","17","."
"09/21/2022","33","Ozone","San Martin","06-085-2006","AirNow",".","33",".","25","."
"09/22/2022","44","Ozone","Gilroy","06-085-0002","AirNow",".","44",".","35","."
"09/23/2022","67","Ozone","San Martin","06-085-2006","AirNow",".","67",".","35","."
"09/24/2022","74","Ozone","Los Gatos","06-085-1001","AirNow",".","74",".","43","."
"09/25/2022","48","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","41",".","48","."
"09/26/2022","42","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","41",".","42","."
"09/27/2022","49","Ozone","Gilroy","06-085-0002","AirNow",".","49",".","42","."
"09/28/2022","33","Ozone","Gilroy","06-085-0002","AirNow",".","33",".","19","."
"09/29/2022","44","Ozone","San Martin","06-085-2006","AirNow",".","44",".","36","."
"09/30/2022","45","Ozone","Los Gatos","06-085-1001","AirNow",".","45",".","39","."
"10/01/2022","38","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","34",".","38","."
"10/02/2022","38","Ozone","San Martin","06-085-2006","AirNow",".","38",".","24","."
"10/03/2022","42","Ozone","Gilroy","06-085-0002","AirNow",".","42",".","30","."
"10/04/2022","44","Ozone","San Martin","06-085-2006","AirNow",".","44",".","39","."
"10/05/2022","54","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","47",".","54","."
"10/06/2022","47","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","44",".","47","."
"10/07/2022","49","Ozone","San Martin","06-085-2006","AirNow",".","49",".","46","."
"10/08/2022","45","Ozone","San Martin","06-085-2006","AirNow",".","45",".","44","."
"10/09/2022","45","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","38",".","45","."
"10/10/2022","52","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","38",".","52","."
"10/11/2022","66","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","34",".","66","."
"10/12/2022","60","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","32",".","60","."
"10/13/2022","35","Ozone","San Martin","06-085-2006","AirNow",".","35",".","33","."
"10/14/2022","48","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","33",".","48","."
"10/15/2022","40","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","33",".","40","."
"10/16/2022","44","PM2.5","Gilroy","06-085-0002","AirNow",".","32",".","44","."
"10/17/2022","39","Ozone","Gilroy","06-085-0002","AirNow",".","39",".","35","."
"10/18/2022","60","PM2.5","San Jose - Knox Avenue","06-085-0006","AirNow",".","48",".","60","."
"10/19/2022","62","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","61",".","62","."
"10/20/2022","57","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","44",".","57","."
"10/21/2022","63","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","35",".","63","."
"10/22/2022","47","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","36",".","47","."
"10/23/2022","33","Ozone","Gilroy","06-085-0002","AirNow",".","33",".","21","."
"10/24/2022","35","Ozone","Los Gatos","06-085-1001","AirNow",".","35",".","30","."
"10/25/2022","34","Ozone","San Martin","06-085-2006","AirNow",".","34",".","29","."
"10/26/2022","36","Ozone","San Martin","06-085-2006","AirNow",".","36",".","28","."
"10/27/2022","36","Ozone","San Martin","06-085-2006","AirNow",".","36",".","35","."
"10/28/2022","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AirNow",".","36",".","37","."
"10/29/2022","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AirNow",".","41",".","48","."
"10/30/2022","57","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","34",".","57","."
"10/31/2022","60","PM2.5","San Jose - Jackson","06-085-0005","AirNow",".","28",".","60","."
"11/01/2022","31","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","31",".","28","."
"11/02/2022","33","Ozone","San Jose - Jackson","06-085-0005","AirNow",".","33",".","19","."
"11/03/2022","29","Ozone","Los Gatos","06-085-1001","AirNow",".","29",".","18","."
