"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/30/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","31",".","43","27"
"10/31/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","33",".","55","33"
"11/01/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","32",".","43","41"
"11/02/2018","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","38",".","53","35"
"11/03/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","43",".","54","30"
"11/04/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","39",".","55","29"
"11/05/2018","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","34",".","52","32"
"11/06/2018","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","39",".","53","39"
"11/07/2018","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","34",".","56","36"
"11/08/2018","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","37",".","65","45"
"11/09/2018","162","PM2.5","San Jose - Jackson","06-085-0005","AQS","18","77",".","162","62"
"11/10/2018","172","PM2.5","San Jose - Jackson","06-085-0005","AQS","20","45","81","172","51"
"11/11/2018","153","PM2.5","San Jose - Jackson","06-085-0005","AQS","23","45","60","153","45"
"11/12/2018","155","PM2.5","San Jose - Jackson","06-085-0005","AQS","19","44",".","155","70"
"11/13/2018","153","PM2.5","San Jose - Jackson","06-085-0005","AQS","20","34","72","153","63"
"11/14/2018","164","PM2.5","San Jose - Jackson","06-085-0005","AQS","20","50","79","164","78"
"11/15/2018","191","PM2.5","San Jose - Jackson","06-085-0005","AQS","24","47",".","191","87"
"11/16/2018","194","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","25","61",".","194","85"
"11/17/2018","169","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","26","48",".","169","53"
"11/18/2018","162","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","49",".","162","50"
"11/19/2018","160","PM2.5","San Jose - Jackson","06-085-0005","AQS","19","44",".","160","68"
"11/20/2018","150","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","20","39",".","150","56"
"11/21/2018","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","23","15","36","34"
"11/22/2018","33","Ozone","San Martin","06-085-2006","AQS","6","33","6","21","16"
"11/23/2018","27","Ozone","Gilroy","06-085-0002","AQS","7","27",".","16","15"
"11/24/2018","30","Ozone","San Martin","06-085-2006","AQS","8","30","9","28","21"
"11/25/2018","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","27","18","48","26"
"11/26/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","21",".","59","34"
"11/27/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","22",".","55","24"
"11/28/2018","33","Ozone","San Martin","06-085-2006","AQS","6","33","6","21","21"
"11/29/2018","87","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","36",".","87","23"
"11/30/2018","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","31",".","38","29"
"12/01/2018","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31","13","39","25"
"12/02/2018","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","36","25"
"12/03/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","28",".","43","30"
"12/04/2018","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","19","27","60","30"
"12/05/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","25",".","54","27"
"12/06/2018","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","27",".","44","32"
"12/07/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","25","24","55","36"
"12/08/2018","69","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","23",".","69","30"
"12/09/2018","71","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","15",".","71","21"
"12/10/2018","84","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","16","31","84","27"
"12/11/2018","64","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","19",".","64","34"
"12/12/2018","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","21",".","59","35"
"12/13/2018","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","20","31","61","38"
"12/14/2018","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","16","34",".","52","26"
"12/15/2018","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31",".","36","22"
"12/16/2018","32","PM2.5","Gilroy","06-085-0002","AQS","7","30","8","32","12"
"12/17/2018","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","39","31"
"12/18/2018","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","28",".","45","31"
"12/19/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","18","21","50","25"
"12/20/2018","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","7",".","57","24"
"12/21/2018","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","17",".","57","24"
"12/22/2018","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","24","13","46","27"
"12/23/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","24",".","55","24"
"12/24/2018","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","27",".","43","20"
"12/25/2018","31","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","30","12","31","18"
"12/26/2018","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","19",".","45","28"
"12/27/2018","32","Ozone","San Martin","06-085-2006","AQS","10","32",".","23","25"
"12/28/2018","31","Ozone","San Martin","06-085-2006","AQS","6","31","6","26","29"
"12/29/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","24",".","54","34"
"12/30/2018","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","26",".","52","27"
"12/31/2018","40","PM2.5","Gilroy","06-085-0002","AQS","9","32","10","40","25"
