"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"06/01/2018","50","Ozone","San Martin","06-085-2006","AQS","6","50","19","39","22"
"06/02/2018","87","Ozone","San Martin","06-085-2006","AQS","7","87",".","42","25"
"06/03/2018","67","Ozone","Los Gatos","06-085-1001","AQS","7","67",".","57","14"
"06/04/2018","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44","25","49","21"
"06/05/2018","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","38",".","44","22"
"06/06/2018","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32",".","33","13"
"06/07/2018","76","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","46","17","76","23"
"06/08/2018","49","Ozone","Gilroy","06-085-0002","AQS","6","49",".","36","23"
"06/09/2018","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","18","9"
"06/10/2018","40","Ozone","Gilroy","06-085-0002","AQS","5","40","10","20","9"
"06/11/2018","43","Ozone","Gilroy","06-085-0002","AQS","6","43",".","18","19"
"06/12/2018","64","Ozone","Gilroy","06-085-0002","AQS","7","64",".","46","23"
"06/13/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","44","29","54","23"
"06/14/2018","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33",".","49","17"
"06/15/2018","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","27",".","36","10"
"06/16/2018","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","30","20","40","8"
"06/17/2018","31","Ozone","San Jose - Jackson","06-085-0005","AQS","6","31",".","27","10"
"06/18/2018","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","38","15"
"06/19/2018","51","Ozone","Gilroy","06-085-0002","AQS","6","51","15","40","15"
"06/20/2018","43","Ozone","Gilroy","06-085-0002","AQS","6","43",".","28","11"
"06/21/2018","46","Ozone","Gilroy","06-085-0002","AQS","6","46",".","24","15"
"06/22/2018","74","Ozone","Gilroy","06-085-0002","AQS","8","74","25","47","25"
"06/23/2018","61","Ozone","San Jose - Jackson","06-085-0005","AQS","7","61",".","53","21"
"06/24/2018","39","Ozone","Gilroy","06-085-0002","AQS","7","39",".","28","11"
"06/25/2018","36","Ozone","San Jose - Jackson","06-085-0005","AQS","6","36","14","29","16"
"06/26/2018","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","42",".","45","19"
"06/27/2018","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","32",".","45","14"
"06/28/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","34","23","43","17"
"06/29/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","44",".","50","19"
"06/30/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","45",".","54","21"
"07/01/2018","36","Ozone","San Jose - Jackson","06-085-0005","AQS","7","36",".","35","17"
"07/02/2018","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","26","16"
"07/03/2018","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","28",".","38","11"
"07/04/2018","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31","15","42","11"
"07/05/2018","64","Ozone","San Martin","06-085-2006","AQS","7","64",".","56","17"
"07/06/2018","37","Ozone","Gilroy","06-085-0002","AQS","7","37",".","23","22"
"07/07/2018","45","Ozone","Gilroy","06-085-0002","AQS","7","45","13","26","12"
"07/08/2018","42","Ozone","Gilroy","06-085-0002","AQS","7","42",".","31","12"
"07/09/2018","46","Ozone","Gilroy","06-085-0002","AQS","6","46",".","27","19"
"07/10/2018","37","Ozone","Gilroy","06-085-0002","AQS","7","37","19","31","20"
"07/11/2018","43","Ozone","Los Gatos","06-085-1001","AQS","7","43",".","33","20"
"07/12/2018","34","Ozone","Gilroy","06-085-0002","AQS","8","34",".","33","19"
"07/13/2018","49","Ozone","San Martin","06-085-2006","AQS","8","49","12","30","19"
"07/14/2018","44","Ozone","San Martin","06-085-2006","AQS","7","44",".","13","11"
"07/15/2018","35","Ozone","San Martin","06-085-2006","AQS","7","35",".","23","10"
"07/16/2018","42","Ozone","Los Gatos","06-085-1001","AQS","7","42","17","40","17"
"07/17/2018","54","Ozone","San Martin","06-085-2006","AQS","8","54",".","38","16"
"07/18/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","54",".","55","22"
"07/19/2018","44","Ozone","Los Gatos","06-085-1001","AQS","8","44","18","38","18"
"07/20/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","37",".","43","18"
"07/21/2018","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","30","12"
"07/22/2018","42","Ozone","San Martin","06-085-2006","AQS","5","42","10","24","11"
"07/23/2018","45","Ozone","San Martin","06-085-2006","AQS","6","45",".","40","15"
"07/24/2018","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","47",".","52","17"
"07/25/2018","51","Ozone","Los Gatos","06-085-1001","AQS","6","51","18","50","15"
"07/26/2018","64","Ozone","Gilroy","06-085-0002","AQS","6","64",".","46","14"
"07/27/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","47",".","50","13"
"07/28/2018","58","Ozone","San Martin","06-085-2006","AQS","6","58","14","44","11"
"07/29/2018","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","27","10"
"07/30/2018","51","Ozone","Gilroy","06-085-0002","AQS","6","51",".","38","14"
"07/31/2018","71","Ozone","San Martin","06-085-2006","AQS","6","71","17","42","17"
"08/01/2018","46","Ozone","Gilroy","06-085-0002","AQS","6","46",".","39","21"
"08/02/2018","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","43","17"
"08/03/2018","90","Ozone","San Martin","06-085-2006","AQS","8","90","26","60","23"
"08/04/2018","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","40",".","62","25"
"08/05/2018","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","24","12"
"08/06/2018","34","Ozone","Gilroy","06-085-0002","AQS","7","34","15","28","19"
"08/07/2018","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","29",".","33","19"
"08/08/2018","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","61",".","65","19"
"08/09/2018","133","Ozone","San Martin","06-085-2006","AQS","9","133","24","67","23"
"08/10/2018","54","Ozone","Gilroy","06-085-0002","AQS","9","54",".","50","27"
"08/11/2018","42","Ozone","San Martin","06-085-2006","AQS","9","42",".","37","19"
"08/12/2018","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","39","17","46","13"
"08/13/2018","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36",".","58","16"
"08/14/2018","41","Ozone","Gilroy","06-085-0002","AQS","7","41",".","38","11"
"08/15/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","50","16","54","14"
"08/16/2018","84","Ozone","Gilroy","06-085-0002","AQS","9","84",".","73","14"
"08/17/2018","74","Ozone","Los Gatos","06-085-1001","AQS","9","74",".","68","21"
"08/18/2018","80","Ozone","Los Gatos","06-085-1001","AQS","9","80","20","64","21"
"08/19/2018","71","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","48",".","71","14"
"08/20/2018","90","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","44",".","90","17"
"08/21/2018","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","38","19","64","15"
"08/22/2018","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","44",".","68","16"
"08/23/2018","125","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","50",".","125","16"
"08/24/2018","113","PM2.5","Gilroy","06-085-0002","AQS","10","58","37","113","18"
"08/25/2018","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","44",".","66","12"
"08/26/2018","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","37",".","55","13"
"08/27/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","28","20","59","11"
"08/28/2018","31","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","22",".","31","12"
"08/29/2018","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","38",".","41","15"
"08/30/2018","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","39","16","47","16"
"08/31/2018","39","Ozone","Gilroy","06-085-0002","AQS","7","39",".","35","12"
"09/01/2018","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","31",".","42","11"
"09/02/2018","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","42","24","58","10"
"09/03/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","39",".","54","12"
"09/04/2018","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","41",".","62","19"
"09/05/2018","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36","22","54","18"
"09/06/2018","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","54",".","60","19"
"09/07/2018","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","51",".","62","23"
"09/08/2018","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","35","19","47","19"
"09/09/2018","48","Ozone","Gilroy","06-085-0002","AQS","7","48",".","36","16"
"09/10/2018","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","47",".","48","25"
"09/11/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","47","25","50","24"
"09/12/2018","35","Ozone","Gilroy","06-085-0002","AQS","8","35",".","28","25"
"09/13/2018","35","Ozone","San Martin","06-085-2006","AQS","7","35",".","31","24"
"09/14/2018","42","Ozone","San Martin","06-085-2006","AQS","8","42","15","30","21"
"09/15/2018","32","Ozone","Gilroy","06-085-0002","AQS","8","32",".","22","19"
"09/16/2018","37","Ozone","San Martin","06-085-2006","AQS","6","37",".","13","12"
"09/17/2018","39","Ozone","Gilroy","06-085-0002","AQS","7","39","13","28","19"
"09/18/2018","37","Ozone","San Martin","06-085-2006","AQS","7","37",".","33","23"
"09/19/2018","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","50",".","53","27"
"09/20/2018","71","Ozone","San Jose - Jackson","06-085-0005","AQS","11","71","32","59","37"
"09/21/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","50",".","59","35"
"09/22/2018","67","Ozone","San Martin","06-085-2006","AQS","8","67",".","62","19"
"09/23/2018","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","48","19","52","19"
"09/24/2018","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","46",".","61","28"
"09/25/2018","71","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","44",".","71","30"
"09/26/2018","69","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","50","31","69","28"
"09/27/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","49",".","59","25"
"09/28/2018","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36",".","61","16"
"09/29/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","31","17","50","17"
"09/30/2018","34","Ozone","San Martin","06-085-2006","AQS","7","34",".","24","15"
"10/01/2018","34","Ozone","Los Gatos","06-085-1001","AQS","7","34",".","33","21"
"10/02/2018","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","29","20","46","23"
"10/03/2018","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","22",".","38","18"
"10/04/2018","28","Ozone","San Jose - Jackson","06-085-0005","AQS","7","28",".","20","17"
"10/05/2018","35","Ozone","Gilroy","06-085-0002","AQS","7","35","17","33","22"
"10/06/2018","38","Ozone","Gilroy","06-085-0002","AQS","8","38",".","33","22"
"10/07/2018","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","41",".","66","26"
"10/08/2018","40","Ozone","Gilroy","06-085-0002","AQS","8","40","16","37","29"
"10/09/2018","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35",".","43","18"
"10/10/2018","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31",".","20","25"
"10/11/2018","39","Ozone","San Martin","06-085-2006","AQS","8","39","19","33","24"
"10/12/2018","43","Ozone","Gilroy","06-085-0002","AQS","9","43",".","29","30"
"10/13/2018","38","Ozone","Gilroy","06-085-0002","AQS","9","38",".","35","26"
"10/14/2018","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","41","21","45","22"
"10/15/2018","41","Ozone","Gilroy","06-085-0002","AQS","9","41",".","23","41"
"10/16/2018","43","Ozone","Gilroy","06-085-0002","AQS","10","43",".","34","37"
"10/17/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","42","29","59","26"
"10/18/2018","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","54",".","68","30"
"10/19/2018","87","Ozone","San Martin","06-085-2006","AQS","15","87",".","67","42"
"10/20/2018","80","Ozone","San Martin","06-085-2006","AQS","13","80","30","66","34"
"10/21/2018","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","42",".","62","20"
"10/22/2018","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","34",".","59","20"
"10/23/2018","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36","15","38","24"
"10/24/2018","34","Ozone","San Martin","06-085-2006","AQS","10","34",".","30","25"
"10/25/2018","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","39",".","50","26"
"10/26/2018","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","40","22","51","39"
"10/27/2018","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","31",".","35","25"
"10/28/2018","30","Ozone","Gilroy","06-085-0002","AQS","10","30",".","26","15"
"10/29/2018","32","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32","18","32","25"
