"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/03/2021","34","Ozone","Gilroy","06-085-0002","AQS","9","34","11","29","25"
"02/04/2021","40","Ozone","San Martin","06-085-2006","AQS","8","40",".","32","31"
"02/05/2021","41","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","32",".","41","28"
"02/06/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","31","21","54","26"
"02/07/2021","65","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","33",".","65","26"
"02/08/2021","73","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","25",".","73","29"
"02/09/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","24","22","52","24"
"02/10/2021","42","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","32",".","42","24"
"02/11/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","31",".","43","25"
"02/12/2021","35","Ozone","San Martin","06-085-2006","AQS","6","35","7","23","20"
"02/13/2021","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","28","18"
"02/14/2021","33","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","33",".","33","20"
"02/15/2021","33","Ozone","San Jose - Jackson","06-085-0005","AQS","7","33","8","23","16"
"02/16/2021","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","32",".","45","27"
"02/17/2021","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","36",".","47","26"
"02/18/2021","35","Ozone","Gilroy","06-085-0002","AQS","9","35",".","33","27"
"02/19/2021","29","Ozone","San Jose - Jackson","06-085-0005","AQS","6","29",".","25","22"
"02/20/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","36",".","38","22"
"02/21/2021","39","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","35","13","39","26"
"02/22/2021","36","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","34",".","36","26"
"02/23/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","37",".","43","29"
"02/24/2021","41","Ozone","Gilroy","06-085-0002","AQS","10","41","21","38","29"
"02/25/2021","39","Ozone","Gilroy","06-085-0002","AQS","6","39",".","25","26"
"02/26/2021","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","35",".","49","29"
"02/27/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","37","16","48","24"
"02/28/2021","38","Ozone","San Jose - Jackson","06-085-0005","AQS","8","38",".","35","26"
"03/01/2021","46","Ozone","Los Gatos","06-085-1001","AQS","7","46",".","38","30"
"03/02/2021","51","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","41","25","51","33"
"03/03/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","43",".","54","27"
"03/04/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","40",".","52","22"
"03/05/2021","39","Ozone","Gilroy","06-085-0002","AQS","7","39","17","36","23"
"03/06/2021","40","Ozone","Gilroy","06-085-0002","AQS","6","40",".","18","16"
"03/07/2021","36","Ozone","Gilroy","06-085-0002","AQS","6","36",".","30","17"
"03/08/2021","42","Ozone","Gilroy","06-085-0002","AQS","6","42","16","38","27"
"03/09/2021","40","Ozone","Los Gatos","06-085-1001","AQS","6","40",".","26","23"
"03/10/2021","38","Ozone","Gilroy","06-085-0002","AQS","6","38",".","23","21"
"03/11/2021","36","Ozone","Gilroy","06-085-0002","AQS","7","36","6","28","25"
"03/12/2021","36","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","35",".","36","25"
"03/13/2021","41","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","40",".","41","21"
"03/14/2021","40","Ozone","Gilroy","06-085-0002","AQS","6","40","5","18","7"
"03/15/2021","36","Ozone","Gilroy","06-085-0002","AQS","6","36",".","30","21"
"03/16/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","34",".","38","24"
"03/17/2021","39","Ozone","Los Gatos","06-085-1001","AQS","9","39","17","35","24"
"03/18/2021","39","Ozone","Los Gatos","06-085-1001","AQS","7","39",".","26","21"
"03/19/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","34",".","38","25"
"03/20/2021","42","Ozone","San Martin","06-085-2006","AQS","10","42","10","38","23"
"03/21/2021","38","Ozone","San Martin","06-085-2006","AQS","7","38",".","37","18"
"03/22/2021","39","Ozone","San Martin","06-085-2006","AQS","8","39",".","35","23"
"03/23/2021","43","Ozone","San Martin","06-085-2006","AQS","7","43","13","23","25"
"03/24/2021","42","Ozone","San Martin","06-085-2006","AQS","7","42",".","31","33"
"03/25/2021","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","35","23"
"03/26/2021","41","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","41","15","41","25"
"03/27/2021","45","Ozone","San Martin","06-085-2006","AQS","9","45",".","38","25"
"03/28/2021","48","Ozone","San Martin","06-085-2006","AQS","9","48",".","41","22"
"03/29/2021","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","41","21","47","20"
"03/30/2021","44","Ozone","Gilroy","06-085-0002","AQS","7","44",".","37","25"
"03/31/2021","51","Ozone","San Martin","06-085-2006","AQS","8","51",".","46","32"
"04/01/2021","67","Ozone","San Jose - Jackson","06-085-0005","AQS","9","67","30","51","31"
"04/02/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","46",".","54","31"
"04/03/2021","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","42",".","45","9"
"04/04/2021","44","Ozone","San Martin","06-085-2006","AQS","5","44","10","26","6"
"04/05/2021","40","Ozone","San Martin","06-085-2006","AQS","5","40",".","30","18"
"04/06/2021","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","39",".","47","11"
"04/07/2021","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","44","19","44","12"
"04/08/2021","42","Ozone","San Martin","06-085-2006","AQS","6","42",".","38","26"
"04/09/2021","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","44",".","49","25"
"04/10/2021","45","Ozone","San Martin","06-085-2006","AQS","6","45","18","43","20"
"04/11/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","47",".","52","13"
"04/12/2021","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","41",".","62","20"
"04/13/2021","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","41","26","56","18"
"04/14/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","42",".","55","25"
"04/15/2021","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44",".","56","21"
"04/16/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","48","21","55","11"
"04/17/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","45",".","55","17"
"04/18/2021","50","Ozone","San Martin","06-085-2006","AQS","8","50",".","47","16"
"04/19/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","47","21","54","19"
"04/20/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31",".","43","18"
"04/21/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35",".","53","13"
"04/22/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35","16","48","12"
"04/23/2021","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","34",".","46","12"
"04/24/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","37",".","38","10"
"04/25/2021","37","Ozone","San Martin","06-085-2006","AQS","6","37","6","27","13"
"04/26/2021","42","Ozone","San Martin","06-085-2006","AQS","8","42",".","28","21"
"04/27/2021","41","Ozone","San Martin","06-085-2006","AQS","7","41",".","27","24"
"04/28/2021","54","Ozone","San Martin","06-085-2006","AQS","8","54","16","35","23"
"04/29/2021","49","Ozone","Gilroy","06-085-0002","AQS","8","49",".","42","25"
"04/30/2021","46","Ozone","Gilroy","06-085-0002","AQS","6","46",".","31","17"
"05/01/2021","31","Ozone","Gilroy","06-085-0002","AQS","5","31","9","26","9"
"05/02/2021","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","38",".","45","9"
"05/03/2021","54","Ozone","San Martin","06-085-2006","AQS","6","54",".","52","17"
"05/04/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","50","26","55","23"
"05/05/2021","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","45",".","56","19"
"05/06/2021","37","Ozone","San Martin","06-085-2006","AQS","6","37",".","33","12"
"05/07/2021","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","41","21","47","22"
"05/08/2021","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","54",".","59","14"
"05/09/2021","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","42",".","56","11"
"05/10/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44","27","54","20"
"05/11/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","50",".","55","23"
"05/12/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","46",".","54","19"
"05/13/2021","42","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","41","14","42","13"
"05/14/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","34",".","38","8"
"05/15/2021","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","23","8"
"05/16/2021","36","Ozone","San Martin","06-085-2006","AQS","5","36","6","30","10"
"05/17/2021","32","Ozone","Gilroy","06-085-0002","AQS","5","32",".","23","10"
"05/18/2021","45","Ozone","San Martin","06-085-2006","AQS","5","45",".","32","17"
"05/19/2021","41","Ozone","San Martin","06-085-2006","AQS","3","41","18","38","9"
"05/20/2021","42","Ozone","San Martin","06-085-2006","AQS","3","42",".","40","15"
"05/21/2021","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","3","37",".","49","16"
"05/22/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","36","21","48","8"
"05/23/2021","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","36","8"
"05/24/2021","41","Ozone","Gilroy","06-085-0002","AQS","5","41",".","35","11"
"05/25/2021","39","Ozone","San Martin","06-085-2006","AQS","5","39","12","22","15"
"05/26/2021","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","40","20"
"05/27/2021","39","Ozone","San Martin","06-085-2006","AQS","5","39",".","28","15"
"05/28/2021","35","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","33","19","35","17"
"05/29/2021","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","30",".","47","8"
"05/30/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44",".","52","9"
"05/31/2021","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","51","28","59","14"
"06/01/2021","45","Ozone","Los Gatos","06-085-1001","AQS","6","45",".","43","12"
"06/02/2021","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","31","12"
"06/03/2021","43","Ozone","Los Gatos","06-085-1001","AQS","6","43","14","33","11"
"06/04/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","40",".","43","11"
"06/05/2021","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","40",".","46","9"
"06/06/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35","24","55","5"
"06/07/2021","40","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","38",".","40","14"
"06/08/2021","35","Ozone","San Martin","06-085-2006","AQS","5","35",".","23","15"
"06/09/2021","34","Ozone","San Martin","06-085-2006","AQS","5","34","8","24","13"
"06/10/2021","36","Ozone","San Martin","06-085-2006","AQS","5","36",".","21","17"
"06/11/2021","37","Ozone","Gilroy","06-085-0002","AQS","5","37",".","19","16"
"06/12/2021","27","Ozone","Gilroy","06-085-0002","AQS","6","27","7","18","9"
"06/13/2021","26","Ozone","San Martin","06-085-2006","AQS","5","26",".","18","5"
"06/14/2021","35","Ozone","San Martin","06-085-2006","AQS","6","35",".","22","10"
"06/15/2021","44","Ozone","San Martin","06-085-2006","AQS","6","44","12","27","15"
"06/16/2021","80","Ozone","Gilroy","06-085-0002","AQS","7","80",".","45","24"
"06/17/2021","129","Ozone","San Martin","06-085-2006","AQS","9","129",".","56","25"
"06/18/2021","90","Ozone","San Jose - Jackson","06-085-0005","AQS","8","90","38","69","18"
"06/19/2021","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","46",".","62","9"
"06/20/2021","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44",".","49","8"
"06/21/2021","37","Ozone","San Jose - Jackson","06-085-0005","AQS","6","37","9","28","8"
"06/22/2021","23","Ozone","San Jose - Jackson","06-085-0005","AQS","6","23",".","20","8"
"06/23/2021","27","Ozone","San Jose - Jackson","06-085-0005","AQS","6","27",".","22","9"
"06/24/2021","27","Ozone","San Jose - Jackson","06-085-0005","AQS","6","27","7","19","10"
"06/25/2021","39","Ozone","San Martin","06-085-2006","AQS","6","39",".","25","11"
"06/26/2021","43","Ozone","Gilroy","06-085-0002","AQS","7","43",".","25","6"
"06/27/2021","35","Ozone","Gilroy","06-085-0002","AQS","6","35","5","20","6"
"06/28/2021","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","28","7"
"06/29/2021","40","Ozone","Gilroy","06-085-0002","AQS","6","40",".","33","8"
"06/30/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","26","13","38","8"
"07/01/2021","34","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","30",".","34","8"
"07/02/2021","32","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","31",".","32","8"
"07/03/2021","30","Ozone","San Jose - Jackson","06-085-0005","AQS","7","30","7","23","7"
"07/04/2021","62","PM2.5","Gilroy","06-085-0002","AQS","7","31",".","62","7"
"07/05/2021","35","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31",".","35","7"
"07/06/2021","38","Ozone","Gilroy","06-085-0002","AQS","6","38","9","27","7"
"07/07/2021","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","35","8"
"07/08/2021","67","Ozone","Los Gatos","06-085-1001","AQS","7","67",".","48","16"
"07/09/2021","77","Ozone","Los Gatos","06-085-1001","AQS","8","77","29","57","20"
"07/10/2021","87","Ozone","San Martin","06-085-2006","AQS","8","87",".","53","9"
"07/11/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","49",".","53","7"
"07/12/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","49","18","52","8"
"07/13/2021","40","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35",".","40","9"
"07/14/2021","39","Ozone","San Jose - Jackson","06-085-0005","AQS","7","39",".","32","10"
"07/15/2021","32","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31","11","32","8"
"07/16/2021","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","36",".","37","10"
"07/17/2021","42","Ozone","Los Gatos","06-085-1001","AQS","7","42",".","39","11"
"07/18/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","45","17","53","8"
"07/19/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","35",".","52","14"
"07/20/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","36",".","43","12"
"07/21/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","46","25","54","15"
"07/22/2021","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","35",".","57","14"
"07/23/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","43",".","55","12"
"07/24/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","48","19","53","9"
"07/25/2021","41","Ozone","Los Gatos","06-085-1001","AQS","8","41",".","37","10"
"07/26/2021","41","Ozone","Los Gatos","06-085-1001","AQS","8","41",".","31","12"
"07/27/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","43","13","52","15"
"07/28/2021","44","Ozone","Los Gatos","06-085-1001","AQS","9","44",".","43","13"
"07/29/2021","46","Ozone","Los Gatos","06-085-1001","AQS","7","46",".","40","15"
"07/30/2021","50","Ozone","Los Gatos","06-085-1001","AQS","7","50","14","40","14"
"07/31/2021","38","Ozone","Los Gatos","06-085-1001","AQS","7","38",".","37","9"
"08/01/2021","36","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","36",".","36","7"
"08/02/2021","64","Ozone","San Martin","06-085-2006","AQS","6","64","11","31","13"
"08/03/2021","58","Ozone","San Martin","06-085-2006","AQS","6","58",".","35","11"
"08/04/2021","45","Ozone","San Martin","06-085-2006","AQS","6","45",".","38","12"
"08/05/2021","37","Ozone","San Martin","06-085-2006","AQS","6","37","10","33","8"
"08/06/2021","51","Ozone","San Martin","06-085-2006","AQS","7","51",".","43","11"
"08/07/2021","40","Ozone","Los Gatos","06-085-1001","AQS","7","40",".","35","9"
"08/08/2021","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31","9","25","9"
"08/09/2021","42","Ozone","Los Gatos","06-085-1001","AQS","7","42",".","35","11"
"08/10/2021","54","Ozone","Los Gatos","06-085-1001","AQS","7","54",".","49","14"
"08/11/2021","49","Ozone","Los Gatos","06-085-1001","AQS","7","49","17","48","15"
"08/12/2021","50","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","47",".","50","13"
"08/13/2021","42","Ozone","San Martin","06-085-2006","AQS","7","42",".","40","16"
"08/14/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","39","16","52","11"
"08/15/2021","64","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","45",".","64","8"
"08/16/2021","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","38",".","56","15"
"08/17/2021","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31","26","46","10"
"08/18/2021","77","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","32",".","77","15"
"08/19/2021","63","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","36",".","63","15"
"08/20/2021","61","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","31","24","61","15"
"08/21/2021","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","33",".","58","10"
"08/22/2021","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","35",".","44","9"
"08/23/2021","42","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","41","16","42","10"
"08/24/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","44",".","48","10"
"08/25/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","47",".","55","13"
"08/26/2021","87","Ozone","San Martin","06-085-2006","AQS","10","87","27","65","23"
"08/27/2021","129","Ozone","San Martin","06-085-2006","AQS","14","129",".","96","32"
"08/28/2021","147","Ozone","San Jose - Jackson","06-085-0005","AQS","17","147",".","124","31"
"08/29/2021","80","Ozone","San Martin","06-085-2006","AQS","10","80","31","76","12"
"08/30/2021","77","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","74",".","77","17"
"08/31/2021","61","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","44",".","61","12"
"09/01/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","39","24","54","12"
"09/02/2021","68","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","40",".","68","19"
"09/03/2021","81","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","61",".","81","13"
"09/04/2021","101","Ozone","San Martin","06-085-2006","AQS","10","101","27","75","18"
"09/05/2021","100","Ozone","San Martin","06-085-2006","AQS","11","100",".","77","18"
"09/06/2021","101","Ozone","San Martin","06-085-2006","AQS","13","101",".","78","21"
"09/07/2021","71","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","61","28","71","25"
"09/08/2021","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","46",".","54","21"
"09/09/2021","63","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","40",".","63","19"
"09/10/2021","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","37","14","37","16"
"09/11/2021","39","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","39",".","39","16"
"09/12/2021","51","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","49",".","51","17"
"09/13/2021","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","49","30","59","22"
"09/14/2021","60","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","58",".","60","18"
"09/15/2021","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","44",".","59","15"
"09/16/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","41","19","48","13"
"09/17/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","36",".","52","13"
"09/18/2021","33","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","33",".","33","8"
"09/19/2021","41","Ozone","San Martin","06-085-2006","AQS","6","41","7","26","8"
"09/20/2021","48","Ozone","San Martin","06-085-2006","AQS","8","48",".","44","30"
"09/21/2021","93","Ozone","Los Gatos","06-085-1001","AQS","10","93",".","60","31"
"09/22/2021","80","Ozone","San Martin","06-085-2006","AQS","9","80","22","50","25"
"09/23/2021","74","Ozone","Los Gatos","06-085-1001","AQS","8","74",".","58","28"
"09/24/2021","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","45",".","55","29"
"09/25/2021","51","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","36","19","51","13"
"09/26/2021","40","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35",".","40","8"
"09/27/2021","34","Ozone","San Jose - Jackson","06-085-0005","AQS","5","34",".","21","10"
"09/28/2021","42","Ozone","San Martin","06-085-2006","AQS","5","42","15","30","17"
"09/29/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","41",".","43","22"
"09/30/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","51",".","52","31"
"10/01/2021","71","Ozone","San Martin","06-085-2006","AQS","10","71","27","49","32"
"10/02/2021","129","Ozone","San Jose - Jackson","06-085-0005","AQS","11","129",".","60","31"
"10/03/2021","115","Ozone","San Martin","06-085-2006","AQS","13","115",".","62","33"
"10/04/2021","84","Ozone","Los Gatos","06-085-1001","AQS","13","84","30","60","42"
"10/05/2021","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","44",".","46","25"
"10/06/2021","31","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31",".","31","18"
"10/07/2021","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","32","21","45","21"
"10/08/2021","35","Ozone","San Martin","06-085-2006","AQS","6","35",".","31","23"
"10/09/2021","41","Ozone","San Martin","06-085-2006","AQS","7","41",".","28","18"
"10/10/2021","42","Ozone","San Martin","06-085-2006","AQS","8","42","16","38","18"
"10/11/2021","42","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","34",".","42","26"
"10/12/2021","35","Ozone","San Martin","06-085-2006","AQS","5","35",".","30","24"
"10/13/2021","35","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","32","19","35","24"
"10/14/2021","40","Ozone","San Martin","06-085-2006","AQS","9","40",".","38","28"
"10/15/2021","50","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","46",".","50","45"
"10/16/2021","74","Ozone","San Jose - Jackson","06-085-0005","AQS","15","74","29","54","40"
"10/17/2021","48","Ozone","Los Gatos","06-085-1001","AQS","9","48",".","28","21"
"10/18/2021","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35",".","52","23"
"10/19/2021","39","Ozone","San Martin","06-085-2006","AQS","8","39","14","30","23"
"10/20/2021","33","Ozone","Los Gatos","06-085-1001","AQS","6","33",".","17","16"
