"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"05/01/2020","48","Ozone","Gilroy","06-085-0002","AQS","6","48",".","27","23"
"05/02/2020","35","PM2.5","Gilroy","06-085-0002","AQS","5","31",".","35","6"
"05/03/2020","47","Ozone","San Martin","06-085-2006","AQS","5","47","7","23","9"
"05/04/2020","61","Ozone","Gilroy","06-085-0002","AQS","6","61",".","28","18"
"05/05/2020","41","Ozone","Gilroy","06-085-0002","AQS","6","41",".","25","27"
"05/06/2020","49","Ozone","Gilroy","06-085-0002","AQS","6","49","19","38","22"
"05/07/2020","80","Ozone","San Martin","06-085-2006","AQS","7","80",".","43","24"
"05/08/2020","64","Ozone","Los Gatos","06-085-1001","AQS","8","64",".","43","27"
"05/09/2020","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","44","17","44","11"
"05/10/2020","38","Ozone","San Jose - Jackson","06-085-0005","AQS","5","38",".","34","6"
"05/11/2020","43","Ozone","Gilroy","06-085-0002","AQS","5","43",".","27","13"
"05/12/2020","37","Ozone","San Martin","06-085-2006","AQS","5","37","6","17","11"
"05/13/2020","29","Ozone","San Martin","06-085-2006","AQS","5","29",".","20","16"
"05/14/2020","24","Ozone","San Jose - Jackson","06-085-0005","AQS","5","24",".","20","15"
"05/15/2020","45","Ozone","Gilroy","06-085-0002","AQS","5","45","6","14","17"
"05/16/2020","28","Ozone","Gilroy","06-085-0002","AQS","5","28",".","16","14"
"05/17/2020","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","12","6"
"05/18/2020","34","Ozone","Gilroy","06-085-0002","AQS","5","34","6","16","16"
"05/19/2020","33","Ozone","San Jose - Jackson","06-085-0005","AQS","5","33",".","20","17"
"05/20/2020","31","Ozone","San Jose - Jackson","06-085-0005","AQS","5","31",".","20","17"
"05/21/2020","33","Ozone","San Martin","06-085-2006","AQS","5","33","16","25","17"
"05/22/2020","36","Ozone","San Jose - Jackson","06-085-0005","AQS","5","36",".","31","17"
"05/23/2020","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","42","13"
"05/24/2020","45","Ozone","San Martin","06-085-2006","AQS","6","45","17","36","17"
"05/25/2020","44","Ozone","San Jose - Jackson","06-085-0005","AQS","6","44",".","30","17"
"05/26/2020","46","Ozone","Los Gatos","06-085-1001","AQS","7","46",".","38","18"
"05/27/2020","43","Ozone","Gilroy","06-085-0002","AQS","7","43","18","32","21"
"05/28/2020","47","Ozone","Los Gatos","06-085-1001","AQS","6","47",".","30","14"
"05/29/2020","28","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","26",".","28","10"
"05/30/2020","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","25","12","35","6"
"05/31/2020","28","Ozone","San Jose - Jackson","06-085-0005","AQS","6","28",".","20","7"
"06/01/2020","36","Ozone","Los Gatos","06-085-1001","AQS","6","36",".","30","11"
"06/02/2020","58","Ozone","San Martin","06-085-2006","AQS","7","58","19","35","18"
"06/03/2020","64","Ozone","San Martin","06-085-2006","AQS","7","64",".","33","26"
"06/04/2020","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","45",".","54","19"
"06/05/2020","31","Ozone","Gilroy","06-085-0002","AQS","5","31","14","23","16"
"06/06/2020","31","Ozone","San Jose - Jackson","06-085-0005","AQS","5","31",".","19","8"
"06/07/2020","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","20","4"
"06/08/2020","38","Ozone","Gilroy","06-085-0002","AQS","6","38","12","21","16"
"06/09/2020","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","23","21"
"06/10/2020","40","Ozone","Gilroy","06-085-0002","AQS","6","40",".","22","14"
"06/11/2020","31","Ozone","Gilroy","06-085-0002","AQS","6","31","10","15","11"
"06/12/2020","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","21","11"
"06/13/2020","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","31",".","37","9"
"06/14/2020","28","Ozone","Gilroy","06-085-0002","AQS","6","28","5","13","8"
"06/15/2020","30","Ozone","Gilroy","06-085-0002","AQS","6","30",".","11","12"
"06/16/2020","36","Ozone","Gilroy","06-085-0002","AQS","5","36",".","24","13"
"06/17/2020","44","Ozone","San Martin","06-085-2006","AQS","6","44","16","23","21"
"06/18/2020","58","Ozone","San Jose - Jackson","06-085-0005","AQS","7","58",".","33","23"
"06/19/2020","49","Ozone","Los Gatos","06-085-1001","AQS","7","49",".","35","11"
"06/20/2020","32","Ozone","Los Gatos","06-085-1001","AQS","6","32","11","28","9"
"06/21/2020","23","Ozone","Los Gatos","06-085-1001","AQS","6","23",".","21","8"
"06/22/2020","37","Ozone","San Jose - Jackson","06-085-0005","AQS","7","37",".","30","9"
"06/23/2020","41","Ozone","Los Gatos","06-085-1001","AQS","7","41","13","24","12"
"06/24/2020","39","Ozone","San Jose - Jackson","06-085-0005","AQS","7","39",".","33","10"
"06/25/2020","29","Ozone","San Jose - Jackson","06-085-0005","AQS","7","29",".","23","10"
"06/26/2020","40","Ozone","Los Gatos","06-085-1001","AQS","7","40","11","21","10"
"06/27/2020","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31",".","27","7"
"06/28/2020","33","PM2.5","Gilroy","06-085-0002","AQS","6","29",".","33","6"
"06/29/2020","46","PM2.5","Gilroy","06-085-0002","AQS","6","34","22","46","18"
"06/30/2020","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","35",".","45","16"
"07/01/2020","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","35",".","35","11"
"07/02/2020","32","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","28","15","32","10"
"07/03/2020","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","39",".","46","11"
"07/04/2020","84","PM2.5","Gilroy","06-085-0002","AQS","3","58",".","84","14"
"07/05/2020","75","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","2","48","23","75","12"
"07/06/2020","50","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","2","44",".","50","18"
"07/07/2020","45","Ozone","San Martin","06-085-2006","AQS","2","45",".","42","16"
"07/08/2020","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","39","22","46","14"
"07/09/2020","43","PM2.5","Gilroy","06-085-0002","AQS","3","43",".","43","10"
"07/10/2020","46","Ozone","San Martin","06-085-2006","AQS","6","46",".","28","12"
"07/11/2020","67","Ozone","San Martin","06-085-2006","AQS","6","67","17","38","12"
"07/12/2020","52","PM2.5","Gilroy","06-085-0002","AQS","6","48",".","52","9"
"07/13/2020","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","30",".","47","11"
"07/14/2020","35","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","5","33","16","35","10"
"07/15/2020","33","Ozone","San Jose - Jackson","06-085-0005","AQS","6","33",".","22","12"
"07/16/2020","38","Ozone","Los Gatos","06-085-1001","AQS","6","38",".","24","13"
"07/17/2020","38","Ozone","San Jose - Jackson","06-085-0005","AQS","7","38","12","25","11"
"07/18/2020","41","Ozone","Los Gatos","06-085-1001","AQS","6","41",".","24","8"
"07/19/2020","39","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","31",".","39","7"
"07/20/2020","31","Ozone","Los Gatos","06-085-1001","AQS","6","31","11","26","10"
"07/21/2020","34","Ozone","Los Gatos","06-085-1001","AQS","6","34",".","23","12"
"07/22/2020","25","Ozone","San Jose - Jackson","06-085-0005","AQS","6","25",".","14","8"
"07/23/2020","30","Ozone","San Jose - Jackson","06-085-0005","AQS","6","30","9","21","10"
"07/24/2020","32","PM2.5","Gilroy","06-085-0002","AQS","6","31",".","32","9"
"07/25/2020","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","34",".","37","8"
"07/26/2020","38","PM2.5","Gilroy","06-085-0002","AQS","6","35","16","38","8"
"07/27/2020","39","Ozone","Los Gatos","06-085-1001","AQS","6","39",".","31","13"
"07/28/2020","42","Ozone","San Martin","06-085-2006","AQS","6","42",".","29","10"
"07/29/2020","38","Ozone","Los Gatos","06-085-1001","AQS","6","38","13","32","14"
"07/30/2020","44","Ozone","San Martin","06-085-2006","AQS","6","44",".","35","14"
"07/31/2020","35","Ozone","Gilroy","06-085-0002","AQS","7","35",".","34","10"
"08/01/2020","35","Ozone","Gilroy","06-085-0002","AQS","6","35","10","26","9"
"08/02/2020","36","Ozone","San Martin","06-085-2006","AQS","6","36",".","23","11"
"08/03/2020","34","Ozone","Gilroy","06-085-0002","AQS","7","34",".","28","16"
"08/04/2020","28","Ozone","Los Gatos","06-085-1001","AQS","6","28","13","23","12"
"08/05/2020","28","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","6","26",".","28","11"
"08/06/2020","27","Ozone","Los Gatos","06-085-1001","AQS","6","27",".","25","8"
"08/07/2020","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","35","19","35","11"
"08/08/2020","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","42",".","48","8"
"08/09/2020","42","Ozone","Los Gatos","06-085-1001","AQS","7","42",".","37","11"
"08/10/2020","46","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","44","19","46","15"
"08/11/2020","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","34","12"
"08/12/2020","48","Ozone","San Martin","06-085-2006","AQS","7","48",".","42","15"
"08/13/2020","45","Ozone","San Jose - Jackson","06-085-0005","AQS","8","45","21","41","25"
"08/14/2020","93","Ozone","San Martin","06-085-2006","AQS","9","93",".","42","27"
"08/15/2020","50","Ozone","San Martin","06-085-2006","AQS","9","50",".","38","18"
"08/16/2020","93","Ozone","San Martin","06-085-2006","AQS","9","93","26","50","12"
"08/17/2020","44","PM2.5","Gilroy","06-085-0002","AQS","8","43",".","44","18"
"08/18/2020","67","PM2.5","Gilroy","06-085-0002","AQS","8","44",".","67","22"
"08/19/2020","166","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","16","90","69","166","28"
"08/20/2020","89","PM2.5","Gilroy","06-085-0002","AQS","10","43",".","89","13"
"08/21/2020","135","PM2.5","Gilroy","06-085-0002","AQS","13","61",".","135","16"
"08/22/2020","151","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","49","51","151","22"
"08/23/2020","141","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","47",".","141","17"
"08/24/2020","103","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","37",".","103","16"
"08/25/2020","79","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","44","27","79","14"
"08/26/2020","119","PM2.5","Gilroy","06-085-0002","AQS","8","44",".","119","14"
"08/27/2020","125","PM2.5","Gilroy","06-085-0002","AQS","8","43",".","125","12"
"08/28/2020","83","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","51","31","83","19"
"08/29/2020","72","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","46",".","72","11"
"08/30/2020","66","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","42",".","66","13"
"08/31/2020","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","37","26","59","15"
"09/01/2020","61","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","32",".","61","17"
"09/02/2020","55","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","40",".","55","15"
"09/03/2020","56","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","47","21","56","14"
"09/04/2020","64","Ozone","Gilroy","06-085-0002","AQS","10","64",".","59","19"
"09/05/2020","93","Ozone","San Jose - Jackson","06-085-0005","AQS","13","93",".","72","29"
"09/06/2020","154","Ozone","San Martin","06-085-2006","AQS","14","154","49","107","32"
"09/07/2020","105","Ozone","Gilroy","06-085-0002","AQS","17","105",".","99","29"
"09/08/2020","79","PM2.5","Gilroy","06-085-0002","AQS","9","35",".","79","21"
"09/09/2020","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","17","52","68","22"
"09/10/2020","141","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","4",".","141","22"
"09/11/2020","186","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","20","40",".","186","30"
"09/12/2020","177","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","20","105","90","177","26"
"09/13/2020","176","PM2.5","San Jose - Jackson","06-085-0005","AQS","20","45",".","176","12"
"09/14/2020","181","PM2.5","San Jose - Jackson","06-085-0005","AQS","19","112",".","181","15"
"09/15/2020","126","PM2.5","Gilroy","06-085-0002","AQS","15","47","34","126","12"
"09/16/2020","38","PM2.5","Gilroy","06-085-0002","AQS","7","37",".","38","11"
"09/17/2020","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","30","11"
"09/18/2020","38","PM2.5","Gilroy","06-085-0002","AQS","7","37","14","38","17"
"09/19/2020","50","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","42",".","50","21"
"09/20/2020","69","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","48",".","69","19"
"09/21/2020","66","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","43","31","66","21"
"09/22/2020","43","Ozone","Gilroy","06-085-0002","AQS","8","43",".","32","18"
"09/23/2020","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","20","19"
"09/24/2020","31","Ozone","Gilroy","06-085-0002","AQS","6","31","10","25","11"
"09/25/2020","42","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","39",".","42","26"
"09/26/2020","45","PM2.5","Gilroy","06-085-0002","AQS","7","35",".","45","18"
"09/27/2020","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","44","51","54","28"
"09/28/2020","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","61",".","62","30"
"09/29/2020","58","Ozone","Los Gatos","06-085-1001","AQS","9","58",".","45","26"
"09/30/2020","147","Ozone","San Martin","06-085-2006","AQS","17","147","51","125","47"
"10/01/2020","159","PM2.5","San Jose - Jackson","06-085-0005","AQS","18","74",".","159","46"
"10/02/2020","163","PM2.5","Gilroy","06-085-0002","AQS","20","90",".","163","51"
"10/03/2020","121","PM2.5","Gilroy","06-085-0002","AQS","16","64","37","121","30"
"10/04/2020","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","43",".","52","15"
"10/05/2020","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","45",".","58","25"
"10/06/2020","63","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","44","31","63","28"
"10/07/2020","92","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","33",".","92","17"
"10/08/2020","69","PM2.5","Gilroy","06-085-0002","AQS","8","31",".","69","12"
"10/09/2020","33","PM2.5","Gilroy","06-085-0002","AQS","8","25","10","33","14"
"10/10/2020","24","Ozone","Los Gatos","06-085-1001","AQS","8","24",".","19","13"
"10/11/2020","41","Ozone","San Martin","06-085-2006","AQS","8","41",".","30","20"
"10/12/2020","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","48","26","52","27"
"10/13/2020","58","Ozone","San Martin","06-085-2006","AQS","13","58",".","57","36"
"10/14/2020","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","46",".","53","27"
"10/15/2020","50","Ozone","San Martin","06-085-2006","AQS","10","50","46","40","33"
"10/16/2020","58","Ozone","San Martin","06-085-2006","AQS","13","58","41","51","38"
"10/17/2020","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","50",".","57","34"
"10/18/2020","64","Ozone","Los Gatos","06-085-1001","AQS","13","64","27","50","27"
"10/19/2020","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","43",".","44","25"
"10/20/2020","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","50",".","51","33"
"10/21/2020","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","41","31","51","31"
"10/22/2020","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","38",".","53","19"
"10/23/2020","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","40",".","50","20"
"10/24/2020","50","PM2.5","Gilroy","06-085-0002","AQS","8","40","24","50","17"
"10/25/2020","44","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","37",".","44","13"
"10/26/2020","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","41",".","54","35"
