"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/27/2013","31","Ozone","San Jose - Jackson","06-085-0005","AQS","5","31",".","25","27"
"01/28/2013","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31","15","37","33"
"01/29/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","27",".","48","23"
"01/30/2013","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","29",".","47","20"
"01/31/2013","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","20","30","66","44"
"02/01/2013","77","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","19",".","77","46"
"02/02/2013","83","PM2.5","Gilroy","06-085-0002","AQS","8","25",".","83","30"
"02/03/2013","52","PM2.5","Gilroy","06-085-0002","AQS","6","37","14","52","25"
"02/04/2013","67","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","21",".","67","28"
"02/05/2013","35","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","35",".","32","15"
"02/06/2013","33","PM2.5","Gilroy","06-085-0002","AQS","9","30","15","33","33"
"02/07/2013","35","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","35",".","34","31"
"02/08/2013","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","39","32"
"02/09/2013","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","31","17","55","32"
"02/10/2013","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32",".","44","29"
"02/11/2013","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","33",".","51","35"
"02/12/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","23","21","49","32"
"02/13/2013","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","25",".","59","30"
"02/14/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","29",".","52","38"
"02/15/2013","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","28","23","62","46"
"02/16/2013","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","35",".","65","29"
"02/17/2013","54","PM2.5","Gilroy","06-085-0002","AQS","6","32",".","54","25"
"02/18/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36","20","52","25"
"02/19/2013","37","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","37",".","34","21"
"02/20/2013","36","PM2.5","Gilroy","06-085-0002","AQS","5","31",".","36","35"
"02/21/2013","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","32","15","33","32"
"02/22/2013","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31",".","38","26"
"02/23/2013","42","PM2.5","Gilroy","06-085-0002","AQS","5","36",".","42","22"
"02/24/2013","39","Ozone","San Jose - Jackson","06-085-0005","AQS","5","39","9","31","32"
"02/25/2013","36","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","7","28",".","36","31"
"02/26/2013","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","37",".","37","37"
"02/27/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","30","25","48","35"
"02/28/2013","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","25",".","38","28"
"03/01/2013","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","30",".","55","33"
"03/02/2013","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","26","23","59","31"
"03/03/2013","36","PM2.5","Gilroy","06-085-0002","AQS","5","35",".","36","13"
"03/04/2013","44","PM2.5","Gilroy","06-085-0002","AQS","5","31",".","44","18"
"03/05/2013","39","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","39","19","32","24"
"03/06/2013","36","Ozone","San Jose - Jackson","06-085-0005","AQS","3","36",".","32","30"
"03/07/2013","35","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","35",".","27","21"
"03/08/2013","33","Ozone","San Jose - Jackson","06-085-0005","AQS","5","33","13","30","25"
"03/09/2013","34","Ozone","Cupertino Monta Vista","06-085-2009","AQS","6","34",".","33","25"
"03/10/2013","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","40",".","42","26"
"03/11/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","36","19","48","31"
"03/12/2013","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31",".","59","30"
"03/13/2013","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","41",".","61","32"
"03/14/2013","52","PM2.5","Gilroy","06-085-0002","AQS","8","31","20","52","33"
"03/15/2013","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","24",".","41","31"
"03/16/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","35",".","48","15"
"03/17/2013","40","Ozone","San Jose - Jackson","06-085-0005","AQS","5","40","17","35","20"
"03/18/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","25",".","48","32"
"03/19/2013","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","8",".",".","40","32"
"03/20/2013","36","Ozone","San Jose - Jackson","06-085-0005","AQS","5","36","7","32","27"
"03/21/2013","38","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","38",".","35","18"
"03/22/2013","52","PM2.5","Gilroy","06-085-0002","AQS","5","46",".","52","29"
"03/23/2013","51","Ozone","Cupertino Monta Vista","06-085-2009","AQS","8","51","19","44","30"
"03/24/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","40",".","52","29"
"03/25/2013","43","PM2.5","Gilroy","06-085-0002","AQS","6","39",".","43","33"
"03/26/2013","39","Ozone","San Jose - Jackson","06-085-0005","AQS","3","39","9","24","28"
"03/27/2013","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31",".","34","27"
"03/28/2013","31","Ozone","San Jose - Jackson","06-085-0005","AQS","5","31",".","22","7"
"03/29/2013","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","33","15","50","19"
"03/30/2013","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","28",".","54","9"
"03/31/2013","37","Ozone","San Jose - Jackson","06-085-0005","AQS","3","37",".","20","5"
"04/01/2013","38","Ozone","San Jose - Jackson","06-085-0005","AQS","3","38","6","17","15"
"04/02/2013","40","Ozone","Gilroy","06-085-0002","AQS","5","40",".","25","32"
"04/03/2013","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","41",".","46","22"
"04/04/2013","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","32","6","56","13"
"04/05/2013","32","Ozone","San Jose - Jackson","06-085-0005","AQS","3","32",".","20","22"
"04/06/2013","36","Ozone","San Jose - Jackson","06-085-0005","AQS","3","36",".","26","13"
"04/07/2013","40","Ozone","Cupertino Monta Vista","06-085-2009","AQS","3","40","11","33","15"
"04/08/2013","42","Ozone","Gilroy","06-085-0002","AQS","3","42",".","28","19"
"04/09/2013","44","Ozone","Gilroy","06-085-0002","AQS","3","44",".","28","27"
"04/10/2013","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","37","19","40","35"
"04/11/2013","45","PM2.5","Gilroy","06-085-0002","AQS","5","41",".","45","12"
"04/12/2013","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","41",".","58","28"
"04/13/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","40","25","52","19"
"04/14/2013","44","Ozone","San Jose - Jackson","06-085-0005","AQS","5","44",".","32","8"
"04/15/2013","42","Ozone","Gilroy","06-085-0002","AQS","3","42",".","22","11"
"04/16/2013","41","Ozone","Gilroy","06-085-0002","AQS","6","41","16","29","30"
"04/17/2013","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","27","27"
"04/18/2013","46","Ozone","San Martin","06-085-2006","AQS","6","46",".","38","28"
"04/19/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","43","19","49","28"
"04/20/2013","58","Ozone","Gilroy","06-085-0002","AQS","5","58",".","42","22"
"04/21/2013","64","Ozone","San Martin","06-085-2006","AQS","6","64",".","51","33"
"04/22/2013","74","Ozone","Cupertino Monta Vista","06-085-2009","AQS","8","74","22","50","35"
"04/23/2013","50","Ozone","San Jose - Jackson","06-085-0005","AQS","6","50",".","35","29"
"04/24/2013","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","53","19"
"04/25/2013","40","Ozone","Gilroy","06-085-0002","AQS","3","40","16","39","24"
"04/26/2013","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","47",".","50","15"
"04/27/2013","64","Ozone","Gilroy","06-085-0002","AQS","3","64",".","55","9"
"04/28/2013","71","Ozone","San Martin","06-085-2006","AQS","5","71","21","58","30"
"04/29/2013","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","48",".","55","27"
"04/30/2013","74","Ozone","Gilroy","06-085-0002","AQS","5","74",".","57","29"
"05/01/2013","77","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","77","32","53","29"
"05/02/2013","129","Ozone","San Jose - Jackson","06-085-0005","AQS","7","129",".","66","37"
"05/03/2013","100","Ozone","San Martin","06-085-2006","AQS","7","100",".","59","42"
"05/04/2013","84","Ozone","San Jose - Jackson","06-085-0005","AQS","7","84","33","69","35"
"05/05/2013","44","Ozone","San Jose - Jackson","06-085-0005","AQS","3","44",".","38","8"
"05/06/2013","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","43",".","43","16"
"05/07/2013","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","43","22","47","19"
"05/08/2013","39","Ozone","San Martin","06-085-2006","AQS","3","39",".","38","11"
"05/09/2013","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","40",".","40","17"
"05/10/2013","47","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","42","15","47","17"
"05/11/2013","71","Ozone","San Martin","06-085-2006","AQS","6","71",".","56","25"
"05/12/2013","39","Ozone","Gilroy","06-085-0002","AQS","5","39",".","34","23"
"05/13/2013","36","Ozone","Gilroy","06-085-0002","AQS","5","36","13","29","14"
"05/14/2013","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","40",".","53","11"
"05/15/2013","50","PM2.5","Gilroy","06-085-0002","AQS","3","43",".","50","17"
"05/16/2013","41","Ozone","San Martin","06-085-2006","AQS","5","41","8","32","22"
"05/17/2013","38","Ozone","San Martin","06-085-2006","AQS","3","38",".","22","20"
"05/18/2013","44","Ozone","San Martin","06-085-2006","AQS","5","44",".","24","12"
"05/19/2013","58","Ozone","Gilroy","06-085-0002","AQS","5","58","15","30","15"
"05/20/2013","90","Ozone","San Martin","06-085-2006","AQS","7","90",".","50","27"
"05/21/2013","45","PM2.5","Gilroy","06-085-0002","AQS","5","42",".","45","9"
"05/22/2013","42","Ozone","Gilroy","06-085-0002","AQS","3","42","15","30","12"
"05/23/2013","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","37",".","51","16"
"05/24/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","38",".","49","22"
"05/25/2013","38","Ozone","San Martin","06-085-2006","AQS","5","38","16","36","13"
"05/26/2013","30","Ozone","Gilroy","06-085-0002","AQS","3","30",".","10","5"
"05/27/2013","26","Ozone","San Martin","06-085-2006","AQS","3","26",".","15","8"
"05/28/2013","37","Ozone","Gilroy","06-085-0002","AQS","5","37","7","20","14"
"05/29/2013","39","Ozone","Gilroy","06-085-0002","AQS","5","39",".","19","14"
"05/30/2013","48","Ozone","Gilroy","06-085-0002","AQS","6","48",".","37","21"
"05/31/2013","71","Ozone","Gilroy","06-085-0002","AQS","5","71","30","52","22"
"06/01/2013","93","Ozone","Gilroy","06-085-0002","AQS","6","93",".","56","24"
"06/02/2013","50","PM2.5","Gilroy","06-085-0002","AQS","5","36",".","50","8"
"06/03/2013","41","Ozone","San Jose - Jackson","06-085-0005","AQS","6","41","14","26","9"
"06/04/2013","38","Ozone","Gilroy","06-085-0002","AQS","5","38",".","28","12"
"06/05/2013","37","Ozone","Gilroy","06-085-0002","AQS","6","37",".","36","14"
"06/06/2013","40","Ozone","San Martin","06-085-2006","AQS","6","40","13","37","16"
"06/07/2013","87","Ozone","San Martin","06-085-2006","AQS","7","87",".","43","26"
"06/08/2013","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","49",".","53","16"
"06/09/2013","39","Ozone","Gilroy","06-085-0002","AQS","6","39","8","25","7"
"06/10/2013","37","Ozone","San Martin","06-085-2006","AQS","5","37",".","34","10"
"06/11/2013","40","Ozone","San Martin","06-085-2006","AQS","3","40",".","30","18"
"06/12/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","44","26","52","18"
"06/13/2013","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","37",".","40","15"
"06/14/2013","47","Ozone","Gilroy","06-085-0002","AQS","5","47",".","45","25"
"06/15/2013","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","31","19","48","9"
"06/16/2013","33","Ozone","Gilroy","06-085-0002","AQS","3","33",".","28","10"
"06/17/2013","28","Ozone","Gilroy","06-085-0002","AQS","3","28",".","24","11"
"06/18/2013","31","Ozone","Gilroy","06-085-0002","AQS","3","31","8","20","8"
"06/19/2013","32","Ozone","Gilroy","06-085-0002","AQS","3","32",".","21","11"
"06/20/2013","36","Ozone","Gilroy","06-085-0002","AQS","3","36",".","27","18"
"06/21/2013","40","Ozone","Gilroy","06-085-0002","AQS","3","40","19","37","21"
"06/22/2013","45","Ozone","San Martin","06-085-2006","AQS","5","45",".","43","15"
"06/23/2013","19","Ozone","Gilroy","06-085-0002","AQS","3","19",".","15","8"
"06/24/2013","24","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","13","8","24","14"
"06/25/2013","24","PM2.5","San Jose - Jackson","06-085-0005","AQS","3","13",".","24","7"
"06/26/2013","32","Ozone","San Martin","06-085-2006","AQS","5","32",".","19","9"
"06/27/2013","43","Ozone","Gilroy","06-085-0002","AQS","5","43","11","15","11"
"06/28/2013","54","Ozone","Gilroy","06-085-0002","AQS","6","54",".","27","19"
"06/29/2013","45","Ozone","Gilroy","06-085-0002","AQS","5","45",".","37","20"
"06/30/2013","49","Ozone","Gilroy","06-085-0002","AQS","5","49","13","47","11"
"07/01/2013","44","Ozone","Los Gatos","06-085-1001","AQS","5","44",".","40","24"
"07/02/2013","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","40",".","51","19"
"07/03/2013","71","Ozone","Los Gatos","06-085-1001","AQS","6","71","15","43","16"
"07/04/2013","71","Ozone","Los Gatos","06-085-1001","AQS","6","71",".","68","16"
"07/05/2013","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","34",".","58","18"
"07/06/2013","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","33","16","39","7"
"07/07/2013","44","Ozone","Los Gatos","06-085-1001","AQS","5","44",".","43","15"
"07/08/2013","45","Ozone","Los Gatos","06-085-1001","AQS","5","45",".","40","13"
"07/09/2013","97","Ozone","San Martin","06-085-2006","AQS","6","97","18","54","22"
"07/10/2013","40","Ozone","San Martin","06-085-2006","AQS","5","40",".","37","17"
"07/11/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","32",".","52","16"
"07/12/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","38","16","49","12"
"07/13/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","44",".","49","10"
"07/14/2013","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","36",".","51","9"
"07/15/2013","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","31","9","38","13"
"07/16/2013","32","Ozone","San Martin","06-085-2006","AQS","5","32",".","20","8"
"07/17/2013","44","Ozone","Gilroy","06-085-0002","AQS","5","44",".","33","19"
"07/18/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","46","14","49","20"
"07/19/2013","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","39",".","60","19"
"07/20/2013","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","48",".","61","11"
"07/21/2013","74","Ozone","Los Gatos","06-085-1001","AQS","6","74","15","42","11"
"07/22/2013","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","39",".","44","17"
"07/23/2013","42","Ozone","Gilroy","06-085-0002","AQS","6","42",".","31","18"
"07/24/2013","44","Ozone","Gilroy","06-085-0002","AQS","6","44","9","37","16"
"07/25/2013","40","Ozone","San Martin","06-085-2006","AQS","6","40",".","24","15"
"07/26/2013","38","Ozone","San Martin","06-085-2006","AQS","6","38",".","37","16"
"07/27/2013","39","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","38","14","39","13"
"07/28/2013","36","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","32",".","36","10"
"07/29/2013","70","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","38",".","70","14"
"07/30/2013","76","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","40","21","76","12"
"07/31/2013","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33",".","57","15"
"08/01/2013","37","Ozone","Gilroy","06-085-0002","AQS","3","37",".","35","16"
"08/02/2013","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","35","20","43","19"
"08/03/2013","45","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","3","37",".","45","8"
"08/04/2013","38","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","32",".","38","12"
"08/05/2013","39","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","36","12","39","15"
"08/06/2013","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","30",".","37","12"
"08/07/2013","25","Ozone","Gilroy","06-085-0002","AQS","5","25",".","18","10"
"08/08/2013","23","Ozone","Gilroy","06-085-0002","AQS","5","23","10","19","8"
"08/09/2013","30","Ozone","San Martin","06-085-2006","AQS","5","30",".","28","9"
"08/10/2013","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","35",".","36","8"
"08/11/2013","35","Ozone","Gilroy","06-085-0002","AQS","5","35","8","33","18"
"08/12/2013","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","36",".","43","19"
"08/13/2013","58","Ozone","San Martin","06-085-2006","AQS","6","58",".","47","24"
"08/14/2013","40","Ozone","Gilroy","06-085-0002","AQS","5","40","19","33","19"
"08/15/2013","28","Ozone","Gilroy","06-085-0002","AQS","5","28",".","15","7"
"08/16/2013","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","21","12"
"08/17/2013","31","Ozone","Gilroy","06-085-0002","AQS","5","31","12","27","16"
"08/18/2013","48","Ozone","Los Gatos","06-085-1001","AQS","7","48",".","28","29"
"08/19/2013","44","Ozone","Los Gatos","06-085-1001","AQS","7","44",".","43","24"
"08/20/2013","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36","19","39","12"
"08/21/2013","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","33",".","38","15"
"08/22/2013","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","37",".","39","13"
"08/23/2013","38","Ozone","Gilroy","06-085-0002","AQS","5","38","13","36","14"
"08/24/2013","30","Ozone","Gilroy","06-085-0002","AQS","5","30",".","25","14"
"08/25/2013","25","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","24",".","25","9"
"08/26/2013","31","Ozone","Gilroy","06-085-0002","AQS","5","31","7","18","11"
"08/27/2013","42","Ozone","Gilroy","06-085-0002","AQS","6","42",".","26","19"
"08/28/2013","32","Ozone","Gilroy","06-085-0002","AQS","5","32",".","13","11"
"08/29/2013","38","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","6","26","5","38","10"
"08/30/2013","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","21","18"
"08/31/2013","41","Ozone","San Martin","06-085-2006","AQS","6","41",".","13","14"
"09/01/2013","36","Ozone","San Martin","06-085-2006","AQS","5","36","5","13","8"
"09/02/2013","25","Ozone","Gilroy","06-085-0002","AQS","5","25",".","10","5"
"09/03/2013","42","Ozone","Gilroy","06-085-0002","AQS","5","42",".","21","22"
"09/04/2013","35","Ozone","Gilroy","06-085-0002","AQS","5","35","12","28","23"
"09/05/2013","32","Ozone","Gilroy","06-085-0002","AQS","5","32",".","30","19"
"09/06/2013","74","Ozone","Gilroy","06-085-0002","AQS","7","74",".","34","29"
"09/07/2013","74","Ozone","Los Gatos","06-085-1001","AQS","8","74","23","44","29"
"09/08/2013","71","Ozone","San Martin","06-085-2006","AQS","7","71",".","36","20"
"09/09/2013","47","Ozone","San Martin","06-085-2006","AQS","8","47",".","39","24"
"09/10/2013","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","33","12","49","14"
"09/11/2013","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","36",".","36","13"
"09/12/2013","39","Ozone","Gilroy","06-085-0002","AQS","6","39",".","34","12"
"09/13/2013","37","Ozone","Gilroy","06-085-0002","AQS","6","37","7","25","11"
"09/14/2013","40","Ozone","Gilroy","06-085-0002","AQS","6","40",".","27","6"
"09/15/2013","31","Ozone","Gilroy","06-085-0002","AQS","6","31",".","19","7"
"09/16/2013","35","Ozone","Gilroy","06-085-0002","AQS","6","35","9","22","10"
"09/17/2013","34","Ozone","Gilroy","06-085-0002","AQS","6","34",".","28","17"
"09/18/2013","44","Ozone","San Martin","06-085-2006","AQS","7","44",".","40","26"
"09/19/2013","64","Ozone","Gilroy","06-085-0002","AQS","7","64","20","35","29"
"09/20/2013","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","23","25"
"09/21/2013","31","Ozone","Gilroy","06-085-0002","AQS","3","31",".","23","20"
"09/22/2013","39","Ozone","Gilroy","06-085-0002","AQS","3","39","8","21","17"
"09/23/2013","42","Ozone","Gilroy","06-085-0002","AQS","6","42",".","23","22"
"09/24/2013","38","Ozone","Gilroy","06-085-0002","AQS","6","38",".","26","20"
"09/25/2013","33","Ozone","Gilroy","06-085-0002","AQS","2","33","10","18","18"
"09/26/2013","33","Ozone","Gilroy","06-085-0002","AQS","5","33",".","30","25"
"09/27/2013","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","43",".","54","26"
"09/28/2013","49","Ozone","San Martin","06-085-2006","AQS","6","49","13","33","25"
"09/29/2013","35","Ozone","Gilroy","06-085-0002","AQS","5","35",".","15","18"
"09/30/2013","35","Ozone","Gilroy","06-085-0002","AQS","5","35",".","22","16"
"10/01/2013","44","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","39","24","44","28"
"10/02/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","38",".","52","26"
"10/03/2013","34","Ozone","Cupertino Monta Vista","06-085-2009","AQS","7","34",".","26","29"
"10/04/2013","39","NO2","San Jose - Jackson","06-085-0005","AQS","6","36","24","37","39"
"10/05/2013","48","Ozone","San Martin","06-085-2006","AQS","9","48",".","40","44"
"10/06/2013","61","Ozone","San Jose - Jackson","06-085-0005","AQS","10","61",".","35","39"
"10/07/2013","61","Ozone","Gilroy","06-085-0002","AQS","9","61","31","45","43"
"10/08/2013","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","37",".","50","31"
"10/09/2013","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","32",".","50","30"
"10/10/2013","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31","25","52","22"
"10/11/2013","58","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","8","33",".","58","20"
"10/12/2013","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","40",".","53","24"
"10/13/2013","39","Ozone","San Martin","06-085-2006","AQS","7","39","13","33","26"
"10/14/2013","37","Ozone","San Martin","06-085-2006","AQS","9","37",".","34","33"
"10/15/2013","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","39",".","47","39"
"10/16/2013","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","48","33","58","49"
"10/17/2013","54","Ozone","Gilroy","06-085-0002","AQS","11","54",".","53","45"
"10/18/2013","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","49",".","59","46"
"10/19/2013","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","61","28","66","33"
"10/20/2013","80","Ozone","San Martin","06-085-2006","AQS","8","80",".","64","30"
"10/21/2013","67","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","36",".","67","25"
"10/22/2013","70","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","34","31","70","29"
"10/23/2013","85","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","32",".","85","25"
"10/24/2013","74","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","8","26",".","74","37"
"10/25/2013","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32","29","68","35"
"10/26/2013","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","47",".","61","39"
"10/27/2013","54","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","8","33",".","54","24"
"10/28/2013","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","30","19","54","12"
"10/29/2013","40","PM2.5","Gilroy","06-085-0002","AQS","7","24",".","40","26"
